"Df","SumOfSqs","R2","F","pvalue","comparison","data","source","features","seed","prev_rate","ratio","colour"
1,0.263381822196246,0.0412968451575077,0.818439006932816,0.527,"BAY_LAG","maxN","bininterSpecies",4,"seed_03","prev_10",0.313,"red"
1,4.02234905668207,0.230287377345772,13.7625641650211,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",35,"seed_03","prev_10",1.215,"blue"
1,1.9382906634696,0.149253682941658,5.43859441812204,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",8,"seed_03","prev_10",0.648,"blue"
1,3.90517862088916,0.341903009164719,15.5859856795924,0.001,"BAR_BAY","pres/abs","allSpecies",39,"seed_03","prev_10",0.971,"blue"
1,3.60867491183505,0.334025996053891,14.5452432499853,0.001,"BAR_BAY","pres/abs","terinterSpecies",17,"seed_03","prev_10",0.949,"blue"
1,3.53859644039121,0.330220858927927,14.7908842786309,0.001,"BAR_LAG","pres/abs","allSpecies",38,"seed_03","prev_10",1.14,"blue"
1,4.17983791020424,0.390647840796448,19.2326145840054,0.001,"BAR_LAG","pres/abs","terinterSpecies",21,"seed_03","prev_10",1.348,"blue"
1,1.29513513344996,0.156087970245725,5.54872894599597,0.001,"BAY_LAG","pres/abs","allSpecies",16,"seed_03","prev_10",1.186,"blue"
1,1.31144444444444,0.184448077684505,6.33257801723168,0.001,"BAY_LAG","pres/abs","terinterSpecies",7,"seed_03","prev_10",1.401,"blue"
1,4.78239464971948,0.285437741338703,18.3750764085681,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",35,"seed_03","prev_10",1.072,"blue"
1,5.44702676402078,0.34168214393169,23.8750604680952,0.001,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",21,"seed_03","prev_10",1.283,"blue"
1,3.48275818410035,0.290767296936241,12.2992339050432,0.001,"BAR_BAY","maxN","allSpecies",39,"seed_03","prev_10",0.894,"blue"
1,3.00432932870206,0.257582882216436,10.0615993426681,0.001,"BAR_BAY","maxN","terinterSpecies",17,"seed_03","prev_10",0.792,"blue"
1,3.32268488802006,0.309677085412646,13.4579229025488,0.001,"BAR_LAG","maxN","allSpecies",38,"seed_03","prev_10",1.279,"blue"
1,3.78103616553595,0.343659764370994,15.708000776837,0.001,"BAR_LAG","maxN","terinterSpecies",21,"seed_03","prev_10",1.42,"blue"
1,1.32157276902542,0.155371199797062,5.518561518139,0.001,"BAY_LAG","maxN","allSpecies",16,"seed_03","prev_10",1.176,"blue"
1,1.6637223139989,0.19575827227865,6.81540317403341,0.001,"BAY_LAG","maxN","terinterSpecies",7,"seed_03","prev_10",1.482,"blue"
1,4.02234905668207,0.230287377345772,13.7625641650211,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",35,"seed_03","prev_10",1,"blue"
1,4.2174571455089,0.245655006294051,14.9800560536778,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",23,"seed_03","prev_10",1.066,"blue"
1,3.3037281090286,0.272768502582066,11.2523386384064,0.001,"BAR_BAY","pres/abs","allSpecies",125,"seed_04","prev_0",0.986,"blue"
1,5.409842963092,0.516890291929633,32.0976964421306,0.001,"BAR_BAY","pres/abs","indvalSpecies",23,"seed_04","prev_0",1.868,"blue"
1,2.77443062454841,0.231853496200521,9.05504985261426,0.001,"BAR_LAG","pres/abs","allSpecies",130,"seed_04","prev_0",1.082,"blue"
1,5.00478044875418,0.483074340316074,28.0354243168031,0.001,"BAR_LAG","pres/abs","indvalSpecies",24,"seed_04","prev_0",2.254,"blue"
1,0.853282130231116,0.0899643941038432,2.96574310458713,0.001,"BAY_LAG","pres/abs","allSpecies",52,"seed_04","prev_0",0.878,"blue"
1,3.51388888888889,0.522727272727272,25.1904761904762,0.001,"BAY_LAG","pres/abs","indvalSpecies",3,"seed_04","prev_0",5.099,"blue"
1,3.6874381914118,0.205893208637151,11.9267177920171,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",137,"seed_04","prev_0",0.999,"blue"
1,5.4840476769706,0.359196671326696,25.7848955236184,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",41,"seed_04","prev_0",1.743,"blue"
1,3.13174987816643,0.253604516562484,10.1931692590573,0.001,"BAR_BAY","maxN","allSpecies",125,"seed_04","prev_0",1.041,"blue"
1,4.47511508618155,0.394294752976502,19.5290409773125,0.001,"BAR_BAY","maxN","indvalSpecies",23,"seed_04","prev_0",1.618,"blue"
1,2.69456447440004,0.227884079689625,8.85426943138357,0.001,"BAR_LAG","maxN","allSpecies",130,"seed_04","prev_0",1.055,"blue"
1,4.5180654939993,0.428038491296248,22.4510820107277,0.001,"BAR_LAG","maxN","indvalSpecies",24,"seed_04","prev_0",1.982,"blue"
1,0.918954078297701,0.0983350561551485,3.27178261148197,0.001,"BAY_LAG","maxN","allSpecies",52,"seed_04","prev_0",0.902,"blue"
1,0.90055144617403,0.221258117195584,7.67130842220431,0.002,"BAY_LAG","maxN","indvalSpecies",3,"seed_04","prev_0",2.029,"red"
1,3.39279295327817,0.188233853680311,10.666566114577,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",137,"seed_04","prev_0",0.992,"blue"
1,4.73685582231562,0.298665691594681,19.589262422644,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",40,"seed_04","prev_0",1.573,"blue"
1,3.3037281090286,0.272768502582066,11.2523386384064,0.001,"BAR_BAY","pres/abs","allSpecies",125,"seed_04","prev_0",0.986,"blue"
1,0.428571428571429,0.3,2.14285714285714,0.431,"BAR_BAY","pres/abs","bininterSpecies",2,"seed_04","prev_0",0.815,"red"
1,2.77443062454841,0.231853496200521,9.05504985261426,0.001,"BAR_LAG","pres/abs","allSpecies",130,"seed_04","prev_0",1.082,"blue"
1,0.428571428571429,0.3,2.14285714285714,0.431,"BAR_LAG","pres/abs","bininterSpecies",2,"seed_04","prev_0",0.943,"red"
1,0.853282130231116,0.0899643941038432,2.96574310458713,0.001,"BAY_LAG","pres/abs","allSpecies",52,"seed_04","prev_0",0.878,"blue"
1,0.075,0.0789473684210526,0.257142857142857,1,"BAY_LAG","pres/abs","bininterSpecies",3,"seed_04","prev_0",0.625,"red"
1,3.6874381914118,0.205893208637151,11.9267177920171,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",137,"seed_04","prev_0",0.999,"blue"
1,1.00231481481481,0.250869061413673,3.34880123743233,0.054,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",6,"seed_04","prev_0",0.846,"red"
1,3.13174987816643,0.253604516562484,10.1931692590573,0.001,"BAR_BAY","maxN","allSpecies",125,"seed_04","prev_0",1.041,"blue"
1,2.30688406194684,0.244544534657435,7.12150485273673,0.001,"BAR_BAY","maxN","bininterSpecies",15,"seed_04","prev_0",0.794,"blue"
1,2.69456447440004,0.227884079689625,8.85426943138357,0.001,"BAR_LAG","maxN","allSpecies",130,"seed_04","prev_0",1.055,"blue"
1,2.12191371221345,0.168839864901427,6.09412763334963,0.001,"BAR_LAG","maxN","bininterSpecies",69,"seed_04","prev_0",0.574,"blue"
1,0.918954078297701,0.0983350561551485,3.27178261148197,0.001,"BAY_LAG","maxN","allSpecies",52,"seed_04","prev_0",0.902,"blue"
1,0.0611111111111111,0.0705128205128205,0.227586206896552,1,"BAY_LAG","maxN","bininterSpecies",3,"seed_04","prev_0",0.572,"red"
1,3.39279295327817,0.188233853680311,10.666566114577,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",137,"seed_04","prev_0",0.992,"blue"
1,2.00272590420587,0.121906403222718,4.99790743506696,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",35,"seed_04","prev_0",0.484,"blue"
1,3.3037281090286,0.272768502582066,11.2523386384064,0.001,"BAR_BAY","pres/abs","allSpecies",125,"seed_04","prev_0",0.741,"blue"
1,2.62121795390928,0.25638781923273,8.2748882021223,0.001,"BAR_BAY","pres/abs","terinterSpecies",22,"seed_04","prev_0",0.697,"blue"
1,2.77443062454841,0.231853496200521,9.05504985261426,0.001,"BAR_LAG","pres/abs","allSpecies",130,"seed_04","prev_0",0.729,"blue"
1,1.34999397035771,0.105059011276749,3.16958697859954,0.001,"BAR_LAG","pres/abs","terinterSpecies",28,"seed_04","prev_0",0.33,"blue"
1,0.853282130231116,0.0899643941038432,2.96574310458713,0.001,"BAY_LAG","pres/abs","allSpecies",52,"seed_04","prev_0",0.712,"blue"
1,0.627777777777778,0.052263849660587,1.54408776110561,0.1,"BAY_LAG","pres/abs","terinterSpecies",22,"seed_04","prev_0",0.414,"red"
1,3.6874381914118,0.205893208637151,11.9267177920171,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",137,"seed_04","prev_0",0.694,"blue"
1,1.13175154320988,0.161030905198441,3.07102430725946,0.012,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",10,"seed_04","prev_0",0.543,"red"
1,3.13174987816643,0.253604516562484,10.1931692590573,0.001,"BAR_BAY","maxN","allSpecies",125,"seed_04","prev_0",0.823,"blue"
1,2.30699192344087,0.220761701736523,6.79930754620725,0.001,"BAR_BAY","maxN","terinterSpecies",22,"seed_04","prev_0",0.717,"blue"
1,2.69456447440004,0.227884079689625,8.85426943138357,0.001,"BAR_LAG","maxN","allSpecies",130,"seed_04","prev_0",0.774,"blue"
1,1.26285967147407,0.101472369573454,2.93622757895309,0.002,"BAR_LAG","maxN","terinterSpecies",23,"seed_04","prev_0",0.345,"red"
1,0.918954078297701,0.0983350561551485,3.27178261148197,0.001,"BAY_LAG","maxN","allSpecies",52,"seed_04","prev_0",0.797,"blue"
1,0.916190638887492,0.105720765303751,3.54656894184711,0.001,"BAY_LAG","maxN","terinterSpecies",39,"seed_04","prev_0",0.857,"blue"
1,3.39279295327817,0.188233853680311,10.666566114577,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",137,"seed_04","prev_0",0.747,"blue"
1,2.86962258822467,0.155030266601896,8.43981977319808,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",72,"seed_04","prev_0",0.615,"blue"
1,4.14447809091952,0.373621204644804,17.8943416068038,0.001,"BAR_BAY","pres/abs","allSpecies",36,"seed_04","prev_10",1.349,"blue"
1,5.409842963092,0.516890291929633,32.0976964421306,0.001,"BAR_BAY","pres/abs","indvalSpecies",23,"seed_04","prev_10",1.866,"blue"
1,3.61834539286955,0.337553488958152,15.2866752257751,0.001,"BAR_LAG","pres/abs","allSpecies",37,"seed_04","prev_10",1.444,"blue"
1,5.00478044875418,0.483074340316074,28.0354243168031,0.001,"BAR_LAG","pres/abs","indvalSpecies",24,"seed_04","prev_10",2.067,"blue"
1,0.885447849259929,0.109738748260438,3.69797342227382,0.001,"BAY_LAG","pres/abs","allSpecies",17,"seed_04","prev_10",1.13,"blue"
1,3.51388888888889,0.522727272727272,25.1904761904762,0.001,"BAY_LAG","pres/abs","indvalSpecies",3,"seed_04","prev_10",5.385,"blue"
1,4.83781127811948,0.298314920859076,19.5564745032316,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",35,"seed_04","prev_10",1.341,"blue"
1,5.79686512584992,0.386477341390246,28.9768559554691,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",27,"seed_04","prev_10",1.738,"blue"
1,3.70681626699892,0.318913235303714,14.0472514737205,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_04","prev_10",1.269,"blue"
1,4.47511508618155,0.394294752976502,19.5290409773125,0.001,"BAR_BAY","maxN","indvalSpecies",23,"seed_04","prev_10",1.57,"blue"
1,3.37181049307952,0.314156943586072,13.7417857036582,0.001,"BAR_LAG","maxN","allSpecies",37,"seed_04","prev_10",1.391,"blue"
1,4.5180654939993,0.428038491296248,22.4510820107277,0.001,"BAR_LAG","maxN","indvalSpecies",24,"seed_04","prev_10",1.895,"blue"
1,0.919123540009978,0.105755676419873,3.54787859306094,0.001,"BAY_LAG","maxN","allSpecies",17,"seed_04","prev_10",1.008,"blue"
1,0.90055144617403,0.221258117195584,7.67130842220431,0.002,"BAY_LAG","maxN","indvalSpecies",3,"seed_04","prev_10",2.109,"red"
1,4.19021519052381,0.250366843101875,15.3633476277136,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",35,"seed_04","prev_10",1.197,"blue"
1,4.9191295667455,0.313654163847691,21.0216056935355,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",26,"seed_04","prev_10",1.5,"blue"
1,4.14447809091952,0.373621204644804,17.8943416068038,0.001,"BAR_BAY","pres/abs","allSpecies",36,"seed_04","prev_10",1.349,"blue"
1,3.0737772654077,0.379997667201817,12.8708403002666,0.001,"BAR_BAY","pres/abs","bininterSpecies",8,"seed_04","prev_10",0.991,"blue"
1,3.61834539286955,0.337553488958152,15.2866752257751,0.001,"BAR_LAG","pres/abs","allSpecies",37,"seed_04","prev_10",1.444,"blue"
1,2.88364623205148,0.308153161470068,12.0259787229365,0.001,"BAR_LAG","pres/abs","bininterSpecies",12,"seed_04","prev_10",0.927,"blue"
1,0.885447849259929,0.109738748260438,3.69797342227382,0.001,"BAY_LAG","pres/abs","allSpecies",17,"seed_04","prev_10",1.13,"blue"
1,0.776254881582262,0.116056944766578,3.93883782714704,0.001,"BAY_LAG","pres/abs","bininterSpecies",10,"seed_04","prev_10",1.001,"blue"
1,4.83781127811948,0.298314920859076,19.5564745032316,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",35,"seed_04","prev_10",1.341,"blue"
1,2.53253351768058,0.192056876010899,7.60674835872688,0.001,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",9,"seed_04","prev_10",0.587,"blue"
1,3.70681626699892,0.318913235303714,14.0472514737205,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_04","prev_10",1.269,"blue"
1,2.11131355932738,0.208636175208512,6.3273908259878,0.001,"BAR_BAY","maxN","bininterSpecies",10,"seed_04","prev_10",0.649,"blue"
1,3.37181049307952,0.314156943586072,13.7417857036582,0.001,"BAR_LAG","maxN","allSpecies",37,"seed_04","prev_10",1.391,"blue"
1,3.48270694804058,0.335559930058973,15.1507989315917,0.001,"BAR_LAG","maxN","bininterSpecies",24,"seed_04","prev_10",1.213,"blue"
1,0.919123540009978,0.105755676419873,3.54787859306094,0.001,"BAY_LAG","maxN","allSpecies",17,"seed_04","prev_10",1.008,"blue"
1,0.599228880708482,0.0721632254561956,2.09994596115817,0.051,"BAY_LAG","maxN","bininterSpecies",6,"seed_04","prev_10",0.586,"red"
1,4.19021519052381,0.250366843101875,15.3633476277136,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",35,"seed_04","prev_10",1.197,"blue"
1,4.49204277401527,0.285226648815839,17.957019767803,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",19,"seed_04","prev_10",1.031,"blue"
1,4.14447809091952,0.373621204644804,17.8943416068038,0.001,"BAR_BAY","pres/abs","allSpecies",36,"seed_04","prev_10",0.975,"blue"
1,4.40914314640992,0.408862423797133,20.7496075494017,0.001,"BAR_BAY","pres/abs","terinterSpecies",21,"seed_04","prev_10",1.067,"blue"
1,3.61834539286955,0.337553488958152,15.2866752257751,0.001,"BAR_LAG","pres/abs","allSpecies",37,"seed_04","prev_10",1.016,"blue"
1,3.96664517900218,0.389663172627443,19.1531866578446,0.001,"BAR_LAG","pres/abs","terinterSpecies",25,"seed_04","prev_10",1.173,"blue"
1,0.885447849259929,0.109738748260438,3.69797342227382,0.001,"BAY_LAG","pres/abs","allSpecies",17,"seed_04","prev_10",0.946,"blue"
1,0.932052187380921,0.12961215849072,4.46739323469759,0.001,"BAY_LAG","pres/abs","terinterSpecies",12,"seed_04","prev_10",1.118,"blue"
1,4.83781127811948,0.298314920859076,19.5564745032316,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",35,"seed_04","prev_10",0.912,"blue"
1,5.29355484947231,0.346218362667656,24.3598837491,0.001,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",24,"seed_04","prev_10",1.058,"blue"
1,3.70681626699892,0.318913235303714,14.0472514737205,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_04","prev_10",0.992,"blue"
1,3.51202901904557,0.317922027116651,13.5171331620757,0.001,"BAR_BAY","maxN","terinterSpecies",18,"seed_04","prev_10",0.989,"blue"
1,3.37181049307952,0.314156943586072,13.7417857036582,0.001,"BAR_LAG","maxN","allSpecies",37,"seed_04","prev_10",1.135,"blue"
1,3.96682688335036,0.368568847000359,17.5111179698431,0.001,"BAR_LAG","maxN","terinterSpecies",23,"seed_04","prev_10",1.332,"blue"
1,0.919123540009978,0.105755676419873,3.54787859306094,0.001,"BAY_LAG","maxN","allSpecies",17,"seed_04","prev_10",0.859,"blue"
1,0.96520606557671,0.110191471966672,3.46744397009337,0.001,"BAY_LAG","maxN","terinterSpecies",7,"seed_04","prev_10",0.895,"blue"
1,4.19021519052381,0.250366843101875,15.3633476277136,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",35,"seed_04","prev_10",0.905,"blue"
1,4.33005446974417,0.265046686399337,16.5890095993147,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",24,"seed_04","prev_10",0.958,"blue"
1,3.08133814277954,0.250070241869914,10.0037465839515,0.001,"BAR_BAY","pres/abs","allSpecies",123,"seed_05","prev_0",0.99,"blue"
1,5.20940864771529,0.489107802977802,28.7208028912144,0.001,"BAR_BAY","pres/abs","indvalSpecies",19,"seed_05","prev_0",1.936,"blue"
1,2.65520276235895,0.223571813029328,8.63847359412413,0.001,"BAR_LAG","pres/abs","allSpecies",125,"seed_05","prev_0",1.051,"blue"
1,5.16488178461032,0.509478837526312,31.1594408051848,0.001,"BAR_LAG","pres/abs","indvalSpecies",19,"seed_05","prev_0",2.396,"blue"
1,1.09080328651209,0.111012397172088,3.74625237131379,0.001,"BAY_LAG","pres/abs","allSpecies",51,"seed_05","prev_0",1.124,"blue"
1,4.23652777777778,0.565100596539331,29.8857933972311,0.001,"BAY_LAG","pres/abs","indvalSpecies",4,"seed_05","prev_0",5.72,"blue"
1,3.49080571034839,0.192273451270332,10.9499666345564,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",138,"seed_05","prev_0",0.923,"blue"
1,5.3572747991797,0.346019592985485,24.3384986868254,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",36,"seed_05","prev_0",1.66,"blue"
1,3.00573740579867,0.240251834720596,9.48676860439308,0.001,"BAR_BAY","maxN","allSpecies",123,"seed_05","prev_0",0.979,"blue"
1,4.29046659815476,0.372295302443794,17.7931742693605,0.001,"BAR_BAY","maxN","indvalSpecies",19,"seed_05","prev_0",1.517,"blue"
1,2.55150881135303,0.217666837056969,8.34683408682827,0.001,"BAR_LAG","maxN","allSpecies",125,"seed_05","prev_0",1.074,"blue"
1,4.48075611382824,0.417865120564223,21.5344485612628,0.001,"BAR_LAG","maxN","indvalSpecies",19,"seed_05","prev_0",2.063,"blue"
1,1.16636687348189,0.121143401433773,4.13526171270967,0.001,"BAY_LAG","maxN","allSpecies",51,"seed_05","prev_0",1.186,"blue"
1,1.40339650078715,0.193609376564279,7.20281353493609,0.001,"BAY_LAG","maxN","indvalSpecies",7,"seed_05","prev_0",1.896,"blue"
1,3.3003826866997,0.181282058572849,10.1854060750335,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",138,"seed_05","prev_0",0.868,"blue"
1,4.6635092813335,0.289533288371377,18.7461721247332,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",36,"seed_05","prev_0",1.386,"blue"
1,3.08133814277954,0.250070241869914,10.0037465839515,0.001,"BAR_BAY","pres/abs","allSpecies",123,"seed_05","prev_0",0.99,"blue"
1,0.545454545454545,0.153846153846154,1.63636363636364,0.237,"BAR_BAY","pres/abs","bininterSpecies",5,"seed_05","prev_0",0.44,"red"
1,2.65520276235895,0.223571813029328,8.63847359412413,0.001,"BAR_LAG","pres/abs","allSpecies",125,"seed_05","prev_0",1.051,"blue"
1,0.3,0.2,1.5,0.456,"BAR_LAG","pres/abs","bininterSpecies",2,"seed_05","prev_0",0.684,"red"
1,1.09080328651209,0.111012397172088,3.74625237131379,0.001,"BAY_LAG","pres/abs","allSpecies",51,"seed_05","prev_0",1.124,"blue"
1,0.125,0.125,0.571428571428572,1,"BAY_LAG","pres/abs","bininterSpecies",3,"seed_05","prev_0",0.988,"red"
1,3.49080571034839,0.192273451270332,10.9499666345564,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",138,"seed_05","prev_0",0.923,"blue"
1,0.857142857142857,0.222222222222222,3.42857142857143,0.027,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",5,"seed_05","prev_0",0.758,"red"
1,3.00573740579867,0.240251834720596,9.48676860439308,0.001,"BAR_BAY","maxN","allSpecies",123,"seed_05","prev_0",0.979,"blue"
1,1.83671541190503,0.242875757101579,5.77416939007585,0.001,"BAR_BAY","maxN","bininterSpecies",10,"seed_05","prev_0",0.78,"blue"
1,2.55150881135303,0.217666837056969,8.34683408682827,0.001,"BAR_LAG","maxN","allSpecies",125,"seed_05","prev_0",1.074,"blue"
1,1.04074450852887,0.0869951467928945,2.38211074364247,0.001,"BAR_LAG","maxN","bininterSpecies",45,"seed_05","prev_0",0.362,"blue"
1,1.16636687348189,0.121143401433773,4.13526171270967,0.001,"BAY_LAG","maxN","allSpecies",51,"seed_05","prev_0",1.186,"blue"
1,0.101851851851852,0.112244897959184,0.505747126436781,1,"BAY_LAG","maxN","bininterSpecies",3,"seed_05","prev_0",0.906,"red"
1,3.3003826866997,0.181282058572849,10.1854060750335,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",138,"seed_05","prev_0",0.868,"blue"
1,1.73332807511699,0.104703813062939,4.32710553206129,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",36,"seed_05","prev_0",0.407,"blue"
1,3.08133814277954,0.250070241869914,10.0037465839515,0.001,"BAR_BAY","pres/abs","allSpecies",123,"seed_05","prev_0",0.715,"blue"
1,1.95833150056753,0.21349539533246,5.70041583402657,0.001,"BAR_BAY","pres/abs","terinterSpecies",25,"seed_05","prev_0",0.61,"blue"
1,2.65520276235895,0.223571813029328,8.63847359412413,0.001,"BAR_LAG","pres/abs","allSpecies",125,"seed_05","prev_0",0.765,"blue"
1,1.0652625667911,0.107443516774764,2.52792276418955,0.005,"BAR_LAG","pres/abs","terinterSpecies",20,"seed_05","prev_0",0.368,"red"
1,1.09080328651209,0.111012397172088,3.74625237131379,0.001,"BAY_LAG","pres/abs","allSpecies",51,"seed_05","prev_0",0.878,"blue"
1,0.125,0.125,0.571428571428572,1,"BAY_LAG","pres/abs","terinterSpecies",3,"seed_05","prev_0",0.988,"red"
1,3.49080571034839,0.192273451270332,10.9499666345564,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",138,"seed_05","prev_0",0.656,"blue"
1,0.821428571428571,0.207414829659319,3.14032869785082,0.047,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",7,"seed_05","prev_0",0.707,"red"
1,3.00573740579867,0.240251834720596,9.48676860439308,0.001,"BAR_BAY","maxN","allSpecies",123,"seed_05","prev_0",0.772,"blue"
1,1.80051207645226,0.195016443223133,5.087489394297,0.001,"BAR_BAY","maxN","terinterSpecies",25,"seed_05","prev_0",0.626,"blue"
1,2.55150881135303,0.217666837056969,8.34683408682827,0.001,"BAR_LAG","maxN","allSpecies",125,"seed_05","prev_0",0.905,"blue"
1,1.02925445944532,0.0934485230513183,2.37087036404662,0.003,"BAR_LAG","maxN","terinterSpecies",23,"seed_05","prev_0",0.389,"red"
1,1.16636687348189,0.121143401433773,4.13526171270967,0.001,"BAY_LAG","maxN","allSpecies",51,"seed_05","prev_0",0.978,"blue"
1,1.17326358107215,0.132466475458897,4.58079618982913,0.001,"BAY_LAG","maxN","terinterSpecies",38,"seed_05","prev_0",1.069,"blue"
1,3.3003826866997,0.181282058572849,10.1854060750335,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",138,"seed_05","prev_0",0.705,"blue"
1,2.31773402867578,0.121545533098238,6.36469473738153,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",69,"seed_05","prev_0",0.473,"blue"
1,3.79649244787384,0.33312971116786,14.9862597005748,0.001,"BAR_BAY","pres/abs","allSpecies",36,"seed_05","prev_10",1.274,"blue"
1,5.20940864771529,0.489107802977802,28.7208028912144,0.001,"BAR_BAY","pres/abs","indvalSpecies",19,"seed_05","prev_10",1.87,"blue"
1,3.40720860670407,0.317285377819433,13.9422256757604,0.001,"BAR_LAG","pres/abs","allSpecies",37,"seed_05","prev_10",1.357,"blue"
1,5.16488178461032,0.509478837526312,31.1594408051848,0.001,"BAR_LAG","pres/abs","indvalSpecies",19,"seed_05","prev_10",2.18,"blue"
1,1.16075370915774,0.139095076438294,4.84705358157908,0.001,"BAY_LAG","pres/abs","allSpecies",16,"seed_05","prev_10",1.311,"blue"
1,4.23652777777778,0.565100596539331,29.8857933972311,0.001,"BAY_LAG","pres/abs","indvalSpecies",4,"seed_05","prev_10",5.327,"blue"
1,4.49423325357689,0.269970082208543,17.0111162281715,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",32,"seed_05","prev_10",1.341,"blue"
1,5.6955437452584,0.375466816634106,27.6550134167172,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",22,"seed_05","prev_10",1.865,"blue"
1,3.49836744308514,0.295251660823546,12.5683869437096,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_05","prev_10",1.224,"blue"
1,4.29046659815476,0.372295302443794,17.7931742693605,0.001,"BAR_BAY","maxN","indvalSpecies",19,"seed_05","prev_10",1.544,"blue"
1,3.07944201035805,0.2814455618783,11.7504901624711,0.001,"BAR_LAG","maxN","allSpecies",37,"seed_05","prev_10",1.251,"blue"
1,4.48075611382824,0.417865120564223,21.5344485612628,0.001,"BAR_LAG","maxN","indvalSpecies",19,"seed_05","prev_10",1.857,"blue"
1,1.21185365242663,0.142273289982884,4.9761755692572,0.001,"BAY_LAG","maxN","allSpecies",16,"seed_05","prev_10",1.195,"blue"
1,1.40339650078715,0.193609376564279,7.20281353493609,0.001,"BAY_LAG","maxN","indvalSpecies",7,"seed_05","prev_10",1.626,"blue"
1,3.98119645667977,0.232756488553073,13.9548895672635,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",32,"seed_05","prev_10",1.211,"blue"
1,4.84439113302625,0.304469418822628,20.1365599800553,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",22,"seed_05","prev_10",1.584,"blue"
1,3.79649244787384,0.33312971116786,14.9862597005748,0.001,"BAR_BAY","pres/abs","allSpecies",36,"seed_05","prev_10",1.274,"blue"
1,2.29444444444444,0.352991452991453,9.27476882430647,0.001,"BAR_BAY","pres/abs","bininterSpecies",4,"seed_05","prev_10",1.02,"blue"
1,3.40720860670407,0.317285377819433,13.9422256757604,0.001,"BAR_LAG","pres/abs","allSpecies",37,"seed_05","prev_10",1.357,"blue"
1,1.7478967517743,0.223600595304126,5.75993731967667,0.001,"BAR_LAG","pres/abs","bininterSpecies",11,"seed_05","prev_10",0.668,"blue"
1,1.16075370915774,0.139095076438294,4.84705358157908,0.001,"BAY_LAG","pres/abs","allSpecies",16,"seed_05","prev_10",1.311,"blue"
1,1.13252803465136,0.161638503463883,5.78408612985197,0.001,"BAY_LAG","pres/abs","bininterSpecies",10,"seed_05","prev_10",1.18,"blue"
1,4.49423325357689,0.269970082208543,17.0111162281715,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",32,"seed_05","prev_10",1.341,"blue"
1,2.25001237868885,0.176573389210435,6.861993990352,0.001,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",6,"seed_05","prev_10",0.635,"blue"
1,3.49836744308514,0.295251660823546,12.5683869437096,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_05","prev_10",1.224,"blue"
