"Df","SumOfSqs","R2","F","pvalue","comparison","data","source","features","seed","prev_rate","ratio","colour"
1,0.636382193732193,0.0817941599367881,2.04884961134272,0.079,"BAY_LAG","pres/abs","bininterSpecies",6,"seed_07","prev_10",0.588,"red"
1,4.42551597196604,0.266254453082233,16.6920329441609,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",33,"seed_07","prev_10",1.385,"blue"
1,2.58886375062846,0.328343695201658,11.7325611753258,0.001,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",4,"seed_07","prev_10",1.216,"blue"
1,3.71744721727831,0.325376151698327,14.4692254439615,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_07","prev_10",1.354,"blue"
1,3.78367881615456,0.338794477296194,15.3716718476939,0.001,"BAR_BAY","maxN","bininterSpecies",22,"seed_07","prev_10",1.147,"blue"
1,2.69767972538049,0.242091903483175,9.58263559641761,0.001,"BAR_LAG","maxN","allSpecies",40,"seed_07","prev_10",1.112,"blue"
1,3.45501650735629,0.334526026330992,14.5779626964404,0.001,"BAR_LAG","maxN","bininterSpecies",21,"seed_07","prev_10",1.189,"blue"
1,1.24295619712056,0.132128371381091,4.5673242570916,0.001,"BAY_LAG","maxN","allSpecies",17,"seed_07","prev_10",1.091,"blue"
1,0.514092802846074,0.0587374182989169,1.43526434295687,0.181,"BAY_LAG","maxN","bininterSpecies",5,"seed_07","prev_10",0.413,"red"
1,3.84381178452465,0.230394387759623,13.7708738974638,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",33,"seed_07","prev_10",1.271,"blue"
1,4.53361636449108,0.30826240463005,19.6079349951599,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",15,"seed_07","prev_10",1.324,"blue"
1,3.93783112158505,0.351946765131182,16.2924932487571,0.001,"BAR_BAY","pres/abs","allSpecies",36,"seed_07","prev_10",1.056,"blue"
1,3.94540534718949,0.381278820092464,17.870870016659,0.001,"BAR_BAY","pres/abs","terinterSpecies",18,"seed_07","prev_10",1.145,"blue"
1,3.15919695790752,0.289727510948961,12.237310979173,0.001,"BAR_LAG","pres/abs","allSpecies",40,"seed_07","prev_10",0.913,"blue"
1,3.83670340441543,0.352223298528606,16.31225533715,0.001,"BAR_LAG","pres/abs","terinterSpecies",25,"seed_07","prev_10",1.11,"blue"
1,1.15130395619863,0.131656312108931,4.54853235918655,0.001,"BAY_LAG","pres/abs","allSpecies",17,"seed_07","prev_10",0.947,"blue"
1,0.605881696428571,0.0858781455139072,2.81838176472173,0.009,"BAY_LAG","pres/abs","terinterSpecies",9,"seed_07","prev_10",0.617,"red"
1,4.42551597196604,0.266254453082233,16.6920329441609,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",33,"seed_07","prev_10",0.986,"blue"
1,4.99287325877851,0.318397540576129,21.4880193931251,0.001,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",23,"seed_07","prev_10",1.179,"blue"
1,3.71744721727831,0.325376151698327,14.4692254439615,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_07","prev_10",1.102,"blue"
1,3.09324845064641,0.281255530690902,11.3481365607956,0.001,"BAR_BAY","maxN","terinterSpecies",16,"seed_07","prev_10",0.953,"blue"
1,2.69767972538049,0.242091903483175,9.58263559641761,0.001,"BAR_LAG","maxN","allSpecies",40,"seed_07","prev_10",0.86,"blue"
1,3.0062205296937,0.286373108209865,12.0387745264825,0.001,"BAR_LAG","maxN","terinterSpecies",27,"seed_07","prev_10",1.018,"blue"
1,1.24295619712056,0.132128371381091,4.5673242570916,0.001,"BAY_LAG","maxN","allSpecies",17,"seed_07","prev_10",0.929,"blue"
1,0.619095748337739,0.109380292610082,2.0878327292137,0.072,"BAY_LAG","maxN","terinterSpecies",3,"seed_07","prev_10",0.769,"red"
1,3.84381178452465,0.230394387759623,13.7708738974638,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",33,"seed_07","prev_10",0.99,"blue"
1,4.07228985022304,0.248223954854879,15.1884354350773,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",24,"seed_07","prev_10",1.066,"blue"
1,3.32030380720842,0.27675492450626,11.4797155438906,0.001,"BAR_BAY","pres/abs","allSpecies",124,"seed_08","prev_0",0.939,"blue"
1,5.23077357344299,0.496911545639921,29.631660675178,0.001,"BAR_BAY","pres/abs","indvalSpecies",20,"seed_08","prev_0",1.686,"blue"
1,2.56781517989267,0.214354705100877,8.18517108773879,0.001,"BAR_LAG","pres/abs","allSpecies",130,"seed_08","prev_0",0.931,"blue"
1,4.68815996582864,0.452650237060989,24.8095605978052,0.001,"BAR_LAG","pres/abs","indvalSpecies",20,"seed_08","prev_0",1.966,"blue"
1,1.02877068579642,0.102509226398574,3.42652747238485,0.001,"BAY_LAG","pres/abs","allSpecies",54,"seed_08","prev_0",1.102,"blue"
1,4.04927248677249,0.576370910802542,29.9322222222222,0.001,"BAY_LAG","pres/abs","indvalSpecies",3,"seed_08","prev_0",6.194,"blue"
1,3.65693856391155,0.206063428025603,11.9391372356171,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",138,"seed_08","prev_0",1.04,"blue"
1,5.7132747226446,0.387257873767766,29.0723641001396,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",33,"seed_08","prev_0",1.955,"blue"
1,3.00724940879976,0.243630274669506,9.66314223760289,0.001,"BAR_BAY","maxN","allSpecies",124,"seed_08","prev_0",0.841,"blue"
1,4.45801694695953,0.394484672895087,19.5445757639792,0.001,"BAR_BAY","maxN","indvalSpecies",20,"seed_08","prev_0",1.362,"blue"
1,2.53615155359903,0.215983033857667,8.26447806048332,0.001,"BAR_LAG","maxN","allSpecies",130,"seed_08","prev_0",0.946,"blue"
1,4.2536889198006,0.403409278144677,20.2857300675138,0.001,"BAR_LAG","maxN","indvalSpecies",20,"seed_08","prev_0",1.768,"blue"
1,1.05509254706987,0.109069154407355,3.67264715146781,0.002,"BAY_LAG","maxN","allSpecies",54,"seed_08","prev_0",1.085,"red"
1,1.98640289605226,0.301761533208295,10.8043865942692,0.001,"BAY_LAG","maxN","indvalSpecies",4,"seed_08","prev_0",3.002,"blue"
1,3.37997093853653,0.189833826074413,10.7784751825803,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",138,"seed_08","prev_0",0.992,"blue"
1,4.88141328086104,0.316959694453129,21.3459525396095,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",33,"seed_08","prev_0",1.656,"blue"
1,3.32030380720842,0.27675492450626,11.4797155438906,0.001,"BAR_BAY","pres/abs","allSpecies",124,"seed_08","prev_0",0.939,"blue"
1,0.133333333333333,0.1,0.444444444444445,1,"BAR_BAY","pres/abs","bininterSpecies",2,"seed_08","prev_0",0.254,"red"
1,2.56781517989267,0.214354705100877,8.18517108773879,0.001,"BAR_LAG","pres/abs","allSpecies",130,"seed_08","prev_0",0.931,"blue"
1,0.571428571428571,0.19047619047619,2.11764705882353,0.214,"BAR_LAG","pres/abs","bininterSpecies",4,"seed_08","prev_0",0.589,"red"
1,1.02877068579642,0.102509226398574,3.42652747238485,0.001,"BAY_LAG","pres/abs","allSpecies",54,"seed_08","prev_0",1.102,"blue"
1,0.946049806674806,0.10705258908703,2.87728270073804,0.01,"BAY_LAG","pres/abs","bininterSpecies",15,"seed_08","prev_0",0.895,"red"
1,3.65693856391155,0.206063428025603,11.9391372356171,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",138,"seed_08","prev_0",1.04,"blue"
1,0.654761904761905,0.212355212355212,2.69607843137255,0.075,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",4,"seed_08","prev_0",0.785,"red"
1,3.00724940879976,0.243630274669506,9.66314223760289,0.001,"BAR_BAY","maxN","allSpecies",124,"seed_08","prev_0",0.841,"blue"
1,0.125,0.0909090909090909,0.4,1,"BAR_BAY","maxN","bininterSpecies",2,"seed_08","prev_0",0.25,"red"
1,2.53615155359903,0.215983033857667,8.26447806048332,0.001,"BAR_LAG","maxN","allSpecies",130,"seed_08","prev_0",0.946,"blue"
1,0.948962273184823,0.06829061249351,2.12558528320935,0.002,"BAR_LAG","maxN","bininterSpecies",47,"seed_08","prev_0",0.237,"red"
1,1.05509254706987,0.109069154407355,3.67264715146781,0.002,"BAY_LAG","maxN","allSpecies",54,"seed_08","prev_0",1.085,"red"
1,0.240740740740741,0.147727272727273,1.21333333333333,0.33,"BAY_LAG","maxN","bininterSpecies",3,"seed_08","prev_0",1.269,"red"
1,3.37997093853653,0.189833826074413,10.7784751825803,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",138,"seed_08","prev_0",0.992,"blue"
1,2.03278064571965,0.140449865194988,5.39217593454978,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",32,"seed_08","prev_0",0.61,"blue"
1,3.32030380720842,0.27675492450626,11.4797155438906,0.001,"BAR_BAY","pres/abs","allSpecies",124,"seed_08","prev_0",0.704,"blue"
1,2.99403285849218,0.332333619636705,10.9505882683942,0.001,"BAR_BAY","pres/abs","terinterSpecies",21,"seed_08","prev_0",0.845,"blue"
1,2.56781517989267,0.214354705100877,8.18517108773879,0.001,"BAR_LAG","pres/abs","allSpecies",130,"seed_08","prev_0",0.662,"blue"
1,1.29443422607485,0.128838559866215,3.25364299482934,0.002,"BAR_LAG","pres/abs","terinterSpecies",19,"seed_08","prev_0",0.398,"red"
1,1.02877068579642,0.102509226398574,3.42652747238485,0.001,"BAY_LAG","pres/abs","allSpecies",54,"seed_08","prev_0",0.857,"blue"
1,0.662929762361934,0.0549048880087641,1.68474234185747,0.053,"BAY_LAG","pres/abs","terinterSpecies",25,"seed_08","prev_0",0.459,"red"
1,3.65693856391155,0.206063428025603,11.9391372356171,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",138,"seed_08","prev_0",0.762,"blue"
1,0.583333333333333,0.129230769230769,1.78091872791519,0.126,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",8,"seed_08","prev_0",0.478,"red"
1,3.00724940879976,0.243630274669506,9.66314223760289,0.001,"BAR_BAY","maxN","allSpecies",124,"seed_08","prev_0",0.67,"blue"
1,2.41071417354129,0.254396057457254,7.50628174654364,0.001,"BAR_BAY","maxN","terinterSpecies",21,"seed_08","prev_0",0.699,"blue"
1,2.53615155359903,0.215983033857667,8.26447806048332,0.001,"BAR_LAG","maxN","allSpecies",130,"seed_08","prev_0",0.748,"blue"
1,1.26476426395452,0.108759168369829,3.05077944451046,0.001,"BAR_LAG","maxN","terinterSpecies",24,"seed_08","prev_0",0.377,"blue"
1,1.05509254706987,0.109069154407355,3.67264715146781,0.002,"BAY_LAG","maxN","allSpecies",54,"seed_08","prev_0",0.937,"red"
1,0.921288155759742,0.106855545400674,3.58919136262042,0.002,"BAY_LAG","maxN","terinterSpecies",39,"seed_08","prev_0",0.918,"red"
1,3.37997093853653,0.189833826074413,10.7784751825803,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",138,"seed_08","prev_0",0.824,"blue"
1,2.92509207946929,0.158727296938403,8.67905927839419,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",71,"seed_08","prev_0",0.689,"blue"
1,4.06440944061518,0.367951497771822,17.4647117970222,0.001,"BAR_BAY","pres/abs","allSpecies",33,"seed_08","prev_10",1.427,"blue"
1,5.23077357344299,0.496911545639921,29.631660675178,0.001,"BAR_BAY","pres/abs","indvalSpecies",20,"seed_08","prev_10",1.927,"blue"
1,3.39887460944503,0.318149729834779,13.9979293294562,0.001,"BAR_LAG","pres/abs","allSpecies",33,"seed_08","prev_10",1.483,"blue"
1,4.68815996582864,0.452650237060989,24.8095605978052,0.001,"BAR_LAG","pres/abs","indvalSpecies",20,"seed_08","prev_10",2.11,"blue"
1,1.08824507927745,0.126314402323616,4.33729488020256,0.001,"BAY_LAG","pres/abs","allSpecies",16,"seed_08","prev_10",1.18,"blue"
1,4.04927248677249,0.576370910802542,29.9322222222222,0.001,"BAY_LAG","pres/abs","indvalSpecies",3,"seed_08","prev_10",5.383,"blue"
1,4.78138650975664,0.29650440493913,19.38775839246,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",31,"seed_08","prev_10",1.572,"blue"
1,6.01972062501465,0.415096396114456,32.6454378027758,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",21,"seed_08","prev_10",2.201,"blue"
1,3.57052959073096,0.308030231262481,13.3544951750337,0.001,"BAR_BAY","maxN","allSpecies",33,"seed_08","prev_10",1.214,"blue"
1,4.45801694695953,0.394484672895087,19.5445757639792,0.001,"BAR_BAY","maxN","indvalSpecies",20,"seed_08","prev_10",1.554,"blue"
1,3.15112280592046,0.294281783499818,12.5098846800028,0.001,"BAR_LAG","maxN","allSpecies",33,"seed_08","prev_10",1.462,"blue"
1,4.2536889198006,0.403409278144677,20.2857300675138,0.001,"BAR_LAG","maxN","indvalSpecies",20,"seed_08","prev_10",2.005,"blue"
1,1.08567759000321,0.12335231629034,4.22127333189395,0.002,"BAY_LAG","maxN","allSpecies",16,"seed_08","prev_10",1.04,"red"
1,1.98640289605226,0.301761533208295,10.8043865942692,0.001,"BAY_LAG","maxN","indvalSpecies",4,"seed_08","prev_10",2.544,"blue"
1,4.1684064892357,0.251995554452404,15.4969607116767,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",31,"seed_08","prev_10",1.33,"blue"
1,5.09270010419984,0.334944967261372,23.1672083294772,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",21,"seed_08","prev_10",1.768,"blue"
1,4.06440944061518,0.367951497771822,17.4647117970222,0.001,"BAR_BAY","pres/abs","allSpecies",33,"seed_08","prev_10",1.427,"blue"
1,3.65861985596708,0.355682146806855,16.0088412982509,0.001,"BAR_BAY","pres/abs","bininterSpecies",14,"seed_08","prev_10",1.011,"blue"
1,3.39887460944503,0.318149729834779,13.9979293294562,0.001,"BAR_LAG","pres/abs","allSpecies",33,"seed_08","prev_10",1.483,"blue"
1,1.50449184303351,0.189716164185536,4.44857340132174,0.002,"BAR_LAG","pres/abs","bininterSpecies",7,"seed_08","prev_10",0.655,"red"
1,1.08824507927745,0.126314402323616,4.33729488020256,0.001,"BAY_LAG","pres/abs","allSpecies",16,"seed_08","prev_10",1.18,"blue"
1,0.564810681216931,0.0768096725131787,2.32960719619293,0.059,"BAY_LAG","pres/abs","bininterSpecies",6,"seed_08","prev_10",0.583,"red"
1,4.78138650975664,0.29650440493913,19.38775839246,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",31,"seed_08","prev_10",1.572,"blue"
1,2.55195910720104,0.229195747918587,8.62304102720103,0.001,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",6,"seed_08","prev_10",0.861,"blue"
1,3.57052959073096,0.308030231262481,13.3544951750337,0.001,"BAR_BAY","maxN","allSpecies",33,"seed_08","prev_10",1.214,"blue"
1,3.41093809657408,0.312795626728189,13.1999642725347,0.001,"BAR_BAY","maxN","bininterSpecies",19,"seed_08","prev_10",0.961,"blue"
1,3.15112280592046,0.294281783499818,12.5098846800028,0.001,"BAR_LAG","maxN","allSpecies",33,"seed_08","prev_10",1.462,"blue"
1,3.62889721377151,0.351071549661299,15.6890562200868,0.001,"BAR_LAG","maxN","bininterSpecies",18,"seed_08","prev_10",1.45,"blue"
1,1.08567759000321,0.12335231629034,4.22127333189395,0.002,"BAY_LAG","maxN","allSpecies",16,"seed_08","prev_10",1.04,"red"
1,0.293702163397748,0.0431558814165664,0.902046228396259,0.479,"BAY_LAG","maxN","bininterSpecies",4,"seed_08","prev_10",0.327,"red"
1,4.1684064892357,0.251995554452404,15.4969607116767,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",31,"seed_08","prev_10",1.33,"blue"
1,3.55844127040719,0.230678824199694,12.5935836957932,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",13,"seed_08","prev_10",1.001,"blue"
1,4.06440944061518,0.367951497771822,17.4647117970222,0.001,"BAR_BAY","pres/abs","allSpecies",33,"seed_08","prev_10",1.045,"blue"
1,4.06973665021268,0.398638277155855,19.2238873848576,0.001,"BAR_BAY","pres/abs","terinterSpecies",19,"seed_08","prev_10",1.133,"blue"
1,3.39887460944503,0.318149729834779,13.9979293294562,0.001,"BAR_LAG","pres/abs","allSpecies",33,"seed_08","prev_10",1.098,"blue"
1,4.03116600663906,0.401907393609894,19.4874744983635,0.001,"BAR_LAG","pres/abs","terinterSpecies",18,"seed_08","prev_10",1.387,"blue"
1,1.08824507927745,0.126314402323616,4.33729488020256,0.001,"BAY_LAG","pres/abs","allSpecies",16,"seed_08","prev_10",0.959,"blue"
1,0.469397926634769,0.126654115115654,2.46536909858027,0.128,"BAY_LAG","pres/abs","terinterSpecies",3,"seed_08","prev_10",0.962,"red"
1,4.78138650975664,0.29650440493913,19.38775839246,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",31,"seed_08","prev_10",1.114,"blue"
1,5.08007683398046,0.328470430658905,22.5003343116152,0.001,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",23,"seed_08","prev_10",1.234,"blue"
1,3.57052959073096,0.308030231262481,13.3544951750337,0.001,"BAR_BAY","maxN","allSpecies",33,"seed_08","prev_10",0.947,"blue"
1,3.47352797481709,0.318968530917658,13.5824669145996,0.001,"BAR_BAY","maxN","terinterSpecies",20,"seed_08","prev_10",0.98,"blue"
1,3.15112280592046,0.294281783499818,12.5098846800028,0.001,"BAR_LAG","maxN","allSpecies",33,"seed_08","prev_10",1.216,"blue"
1,3.27789715106055,0.314504000521416,13.7639315514886,0.001,"BAR_LAG","maxN","terinterSpecies",23,"seed_08","prev_10",1.299,"blue"
1,1.08567759000321,0.12335231629034,4.22127333189395,0.002,"BAY_LAG","maxN","allSpecies",16,"seed_08","prev_10",0.934,"red"
1,0.293702163397748,0.0431558814165664,0.902046228396259,0.479,"BAY_LAG","maxN","terinterSpecies",4,"seed_08","prev_10",0.327,"red"
1,4.1684064892357,0.251995554452404,15.4969607116767,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",31,"seed_08","prev_10",1.094,"blue"
1,4.23138466479523,0.259693703751713,16.1364430278631,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",24,"seed_08","prev_10",1.127,"blue"
1,3.31890794923807,0.276993885354658,11.4934250102656,0.001,"BAR_BAY","pres/abs","allSpecies",116,"seed_09","prev_0",1.001,"blue"
1,5.25019663993135,0.499740657078607,29.9688949831647,0.001,"BAR_BAY","pres/abs","indvalSpecies",21,"seed_09","prev_0",1.806,"blue"
1,2.74151159140856,0.233746851385212,9.1515520089323,0.001,"BAR_LAG","pres/abs","allSpecies",118,"seed_09","prev_0",1.09,"blue"
1,5.16785763913552,0.519309555341111,32.4102274828634,0.001,"BAR_LAG","pres/abs","indvalSpecies",20,"seed_09","prev_0",2.423,"blue"
1,0.942883805200095,0.0970742336947508,3.2253227447028,0.001,"BAY_LAG","pres/abs","allSpecies",48,"seed_09","prev_0",0.947,"blue"
1,3.72354497354498,0.553153861269405,27.2339489885664,0.001,"BAY_LAG","pres/abs","indvalSpecies",3,"seed_09","prev_0",5.396,"blue"
1,3.92377752173649,0.222407395306847,13.1569412085036,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",128,"seed_09","prev_0",1.079,"blue"
1,5.88040690391058,0.399246977733227,30.5705677624923,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",36,"seed_09","prev_0",1.937,"blue"
1,3.07122239775617,0.251221083222186,10.0652306412387,0.001,"BAR_BAY","maxN","allSpecies",116,"seed_09","prev_0",1.031,"blue"
1,4.50260213670908,0.400205403286593,20.0171228023492,0.001,"BAR_BAY","maxN","indvalSpecies",21,"seed_09","prev_0",1.643,"blue"
1,2.63657973196512,0.225920327261662,8.75570055195195,0.001,"BAR_LAG","maxN","allSpecies",118,"seed_09","prev_0",1.046,"blue"
1,4.02698911059827,0.40999127253598,20.8467054867921,0.001,"BAR_LAG","maxN","indvalSpecies",21,"seed_09","prev_0",1.898,"blue"
1,1.01762748032871,0.104926751970437,3.51681001084858,0.001,"BAY_LAG","maxN","allSpecies",48,"seed_09","prev_0",0.962,"blue"
1,1.67259974791786,0.333848864235049,11.5266993706898,0.001,"BAY_LAG","maxN","indvalSpecies",3,"seed_09","prev_0",3.061,"blue"
1,3.67782626723939,0.209149607349792,12.1652363424263,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",128,"seed_09","prev_0",1.102,"blue"
1,5.10655111616502,0.33503143827902,23.1762026778366,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",36,"seed_09","prev_0",1.765,"blue"
1,3.31890794923807,0.276993885354658,11.4934250102656,0.001,"BAR_BAY","pres/abs","allSpecies",116,"seed_09","prev_0",1.001,"blue"
1,0.0833333333333333,0.1,0.444444444444444,1,"BAR_BAY","pres/abs","bininterSpecies",2,"seed_09","prev_0",0.272,"red"
1,2.74151159140856,0.233746851385212,9.1515520089323,0.001,"BAR_LAG","pres/abs","allSpecies",118,"seed_09","prev_0",1.09,"blue"
1,0.428571428571428,0.142857142857143,1.33333333333333,0.498,"BAR_LAG","pres/abs","bininterSpecies",5,"seed_09","prev_0",0.449,"red"
1,0.942883805200095,0.0970742336947508,3.2253227447028,0.001,"BAY_LAG","pres/abs","allSpecies",48,"seed_09","prev_0",0.947,"blue"
1,0.657058682058682,0.109413295955146,2.33425068407834,0.059,"BAY_LAG","pres/abs","bininterSpecies",6,"seed_09","prev_0",0.866,"red"
1,3.92377752173649,0.222407395306847,13.1569412085036,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",128,"seed_09","prev_0",1.079,"blue"
1,0.15,0.166666666666667,1.6,0.419,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",2,"seed_09","prev_0",0.562,"red"
1,3.07122239775617,0.251221083222186,10.0652306412387,0.001,"BAR_BAY","maxN","allSpecies",116,"seed_09","prev_0",1.031,"blue"
1,0.0833333333333333,0.1,0.444444444444444,1,"BAR_BAY","maxN","bininterSpecies",2,"seed_09","prev_0",0.325,"red"
1,2.63657973196512,0.225920327261662,8.75570055195195,0.001,"BAR_LAG","maxN","allSpecies",118,"seed_09","prev_0",1.046,"blue"
1,1.77854899244717,0.14458298147588,4.56355253088605,0.001,"BAR_LAG","maxN","bininterSpecies",48,"seed_09","prev_0",0.491,"blue"
1,1.01762748032871,0.104926751970437,3.51681001084858,0.001,"BAY_LAG","maxN","allSpecies",48,"seed_09","prev_0",0.962,"blue"
1,0.455026455026455,0.180672268907563,1.54358974358974,0.39,"BAY_LAG","maxN","bininterSpecies",3,"seed_09","prev_0",1.465,"red"
1,3.67782626723939,0.209149607349792,12.1652363424263,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",128,"seed_09","prev_0",1.102,"blue"
1,2.09885860021721,0.129997647178213,5.52862061808602,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",27,"seed_09","prev_0",0.516,"blue"
1,3.31890794923807,0.276993885354658,11.4934250102656,0.001,"BAR_BAY","pres/abs","allSpecies",116,"seed_09","prev_0",0.753,"blue"
1,2.82206472693973,0.275417855522962,9.12253853194494,0.001,"BAR_BAY","pres/abs","terinterSpecies",25,"seed_09","prev_0",0.749,"blue"
1,2.74151159140856,0.233746851385212,9.1515520089323,0.001,"BAR_LAG","pres/abs","allSpecies",118,"seed_09","prev_0",0.735,"blue"
1,1.20958220826792,0.112780368544047,2.92368246209379,0.005,"BAR_LAG","pres/abs","terinterSpecies",22,"seed_09","prev_0",0.354,"red"
1,0.942883805200095,0.0970742336947508,3.2253227447028,0.001,"BAY_LAG","pres/abs","allSpecies",48,"seed_09","prev_0",0.769,"blue"
1,0.459736179529283,0.0418514870083894,1.17934759998569,0.313,"BAY_LAG","pres/abs","terinterSpecies",15,"seed_09","prev_0",0.331,"red"
1,3.92377752173649,0.222407395306847,13.1569412085036,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",128,"seed_09","prev_0",0.75,"blue"
1,0.913690476190476,0.241605456453305,3.82289865098582,0.058,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",6,"seed_09","prev_0",0.815,"red"
1,3.07122239775617,0.251221083222186,10.0652306412387,0.001,"BAR_BAY","maxN","allSpecies",116,"seed_09","prev_0",0.816,"blue"
1,2.47343977385015,0.237516666851426,7.47609784583118,0.001,"BAR_BAY","maxN","terinterSpecies",25,"seed_09","prev_0",0.771,"blue"
1,2.63657973196512,0.225920327261662,8.75570055195195,0.001,"BAR_LAG","maxN","allSpecies",118,"seed_09","prev_0",0.768,"blue"
1,1.33467971066571,0.119568794699481,3.259370017227,0.001,"BAR_LAG","maxN","terinterSpecies",25,"seed_09","prev_0",0.406,"blue"
1,1.01762748032871,0.104926751970437,3.51681001084858,0.001,"BAY_LAG","maxN","allSpecies",48,"seed_09","prev_0",0.851,"blue"
1,0.434612133529813,0.0370296289494273,1.03824583984218,0.401,"BAY_LAG","maxN","terinterSpecies",18,"seed_09","prev_0",0.3,"red"
1,3.67782626723939,0.209149607349792,12.1652363424263,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",128,"seed_09","prev_0",0.83,"blue"
1,0.936972939441801,0.249812635802339,3.99600389541914,0.058,"INSHORE_OFFSHORE","maxN","terinterSpecies",6,"seed_09","prev_0",0.991,"red"
1,4.18395106778681,0.383312853006429,18.6470330154501,0.001,"BAR_BAY","pres/abs","allSpecies",35,"seed_09","prev_10",1.384,"blue"
1,5.25019663993135,0.499740657078607,29.9688949831647,0.001,"BAR_BAY","pres/abs","indvalSpecies",21,"seed_09","prev_10",1.804,"blue"
1,3.50937871576601,0.332265260687989,14.928020415577,0.001,"BAR_LAG","pres/abs","allSpecies",37,"seed_09","prev_10",1.421,"blue"
1,5.16785763913552,0.519309555341111,32.4102274828634,0.001,"BAR_LAG","pres/abs","indvalSpecies",20,"seed_09","prev_10",2.222,"blue"
1,0.97376840455342,0.115945957844984,3.93457703883176,0.002,"BAY_LAG","pres/abs","allSpecies",16,"seed_09","prev_10",1.194,"red"
1,3.72354497354498,0.553153861269405,27.2339489885664,0.001,"BAY_LAG","pres/abs","indvalSpecies",3,"seed_09","prev_10",5.698,"blue"
1,5.20174681668416,0.327258347014809,22.3769167493671,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",31,"seed_09","prev_10",1.471,"blue"
1,6.31145521869906,0.440366937285482,36.1967161426731,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",22,"seed_09","prev_10",1.98,"blue"
1,3.67285059606504,0.321555313516522,14.218785403857,0.001,"BAR_BAY","maxN","allSpecies",35,"seed_09","prev_10",1.28,"blue"
1,4.50260213670908,0.400205403286593,20.0171228023492,0.001,"BAR_BAY","maxN","indvalSpecies",21,"seed_09","prev_10",1.593,"blue"
1,3.05143432736914,0.276697450412829,11.4764195385771,0.001,"BAR_LAG","maxN","allSpecies",37,"seed_09","prev_10",1.225,"blue"
1,4.02698911059827,0.40999127253598,20.8467054867921,0.001,"BAR_LAG","maxN","indvalSpecies",21,"seed_09","prev_10",1.815,"blue"
1,1.07303943735529,0.123104732720813,4.2116112601262,0.001,"BAY_LAG","maxN","allSpecies",16,"seed_09","prev_10",1.173,"blue"
1,1.67259974791786,0.333848864235049,11.5266993706898,0.001,"BAY_LAG","maxN","indvalSpecies",3,"seed_09","prev_10",3.182,"blue"
1,4.51578254945479,0.276691985401864,17.5966961123156,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",31,"seed_09","prev_10",1.323,"blue"
1,5.32434594796526,0.354280988524591,25.2384166835884,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",22,"seed_09","prev_10",1.694,"blue"
1,4.18395106778681,0.383312853006429,18.6470330154501,0.001,"BAR_BAY","pres/abs","allSpecies",35,"seed_09","prev_10",1.384,"blue"
