"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data"
"Nemipterus peronii",17.951,"BAY",1,42.5,"BAR_BAY","terinter","pres/abs"
"Oxycheilinus bimaculatus",3.938,"BAR",0,37.5,"BAR_BAY","terinter","pres/abs"
"Oxycheilinus nigromarginatus",0,"BAR",0,12.5,"BAR_BAY","terinter","pres/abs"
"Parapercis australis",0,"BAR",0,35,"BAR_BAY","terinter","pres/abs"
"Parupeneus barberinoides",0,"BAR",0,35,"BAR_BAY","terinter","pres/abs"
"Parupeneus heptacanthus",0,"BAR",0,12.5,"BAR_BAY","terinter","pres/abs"
"Parupeneus multifasciatus",0,"BAR",0,25,"BAR_BAY","terinter","pres/abs"
"Parupeneus pleurostigma",0,"BAR",0,42.5,"BAR_BAY","terinter","pres/abs"
"Pentapodus nagasakiensis",0,"BAR",0,37.5,"BAR_BAY","terinter","pres/abs"
"Plagiotremus tapeinosoma",0,"BAR",0,10,"BAR_BAY","terinter","pres/abs"
"Pomacentrus coelestis",0,"BAR",0,17.5,"BAR_BAY","terinter","pres/abs"
"Pomacentrus moluccensis",0,"BAR",0,10,"BAR_BAY","terinter","pres/abs"
"Pseudobalistes fuscus",0,"BAR",0,15,"BAR_BAY","terinter","pres/abs"
"Ptereleotris microlepis",0,"BAR",0,12.5,"BAR_BAY","terinter","pres/abs"
"Scarus ghobban",0,"BAR",0,12.5,"BAR_BAY","terinter","pres/abs"
"Scarus psittacus",0,"BAR",0,15,"BAR_BAY","terinter","pres/abs"
"Scomberomorus commerson",0,"BAR",0,12.5,"BAR_BAY","terinter","pres/abs"
"Stethojulis interrupta",0,"BAR",0,20,"BAR_BAY","terinter","pres/abs"
"Sufflamen chrysopterum",0,"BAR",0,17.5,"BAR_BAY","terinter","pres/abs"
"Synodus variegatus",3.626,"BAY",1,15,"BAR_BAY","terinter","pres/abs"
"Thalassoma lunare",0,"BAR",0,40,"BAR_BAY","terinter","pres/abs"
"Upeneus sundaicus",0,"BAR",0,17.5,"BAR_BAY","terinter","pres/abs"
"Abalistes stellatus",2.245,"LAG",1,17.5,"BAR_LAG","terinter","pres/abs"
"Amblygobius phalaena",6.72,"BAR",1,15,"BAR_LAG","terinter","pres/abs"
"Arothron stellatus",3.08,"LAG",1,10,"BAR_LAG","terinter","pres/abs"
"Atule mate",4.933,"LAG",1,12.5,"BAR_LAG","terinter","pres/abs"
"Centropyge tibicen",3.383,"BAR",1,10,"BAR_LAG","terinter","pres/abs"
"Chaetodon auriga",4.628,"BAR",1,15,"BAR_LAG","terinter","pres/abs"
"Chaetodon kleinii",3.567,"BAR",1,12.5,"BAR_LAG","terinter","pres/abs"
"Chromis viridis",4.129,"BAR",1,12.5,"BAR_LAG","terinter","pres/abs"
"Coris dorsomacula",-1.853,"BAR",0,15,"BAR_LAG","terinter","pres/abs"
"Dascyllus aruanus",5.132,"BAR",1,17.5,"BAR_LAG","terinter","pres/abs"
"Decapterus macarellus",4.876,"LAG",1,12.5,"BAR_LAG","terinter","pres/abs"
"Echeneis naucrates",4.233,"BAR",1,15,"BAR_LAG","terinter","pres/abs"
"Gymnocranius grandoculis",3.14,"BAR",1,10,"BAR_LAG","terinter","pres/abs"
"Halichoeres trimaculatus",15.706,"BAR",1,42.5,"BAR_LAG","terinter","pres/abs"
"Lagocephalus sceleratus",-0.25,"LAG",0,22.5,"BAR_LAG","terinter","pres/abs"
"Lethrinus genivittatus",7.065,"LAG",1,60,"BAR_LAG","terinter","pres/abs"
"Lethrinus obsoletus",3.538,"LAG",1,10,"BAR_LAG","terinter","pres/abs"
"Lethrinus rubrioperculatus",20.41,"BAR",1,42.5,"BAR_LAG","terinter","pres/abs"
"Lethrinus variegatus",14.512,"BAR",1,37.5,"BAR_LAG","terinter","pres/abs"
"Mulloidichthys flavolineatus",2.417,"BAR",0,20,"BAR_LAG","terinter","pres/abs"
"Nemipterus peronii",27.061,"LAG",1,45,"BAR_LAG","terinter","pres/abs"
"Oxycheilinus bimaculatus",16,"BAR",1,40,"BAR_LAG","terinter","pres/abs"
"Oxycheilinus nigromarginatus",2.25,"BAR",0,12.5,"BAR_LAG","terinter","pres/abs"
"Parapercis australis",6.542,"BAR",0,35,"BAR_LAG","terinter","pres/abs"
"Parupeneus barberinoides",18.905,"BAR",1,35,"BAR_LAG","terinter","pres/abs"
"Parupeneus heptacanthus",1.25,"LAG",1,17.5,"BAR_LAG","terinter","pres/abs"
"Parupeneus multifasciatus",5.86,"BAR",0,25,"BAR_LAG","terinter","pres/abs"
"Parupeneus pleurostigma",0,"BAR",0,42.5,"BAR_LAG","terinter","pres/abs"
"Pentapodus nagasakiensis",0,"BAR",0,67.5,"BAR_LAG","terinter","pres/abs"
"Plagiotremus tapeinosoma",0,"BAR",0,10,"BAR_LAG","terinter","pres/abs"
"Pomacentrus coelestis",0,"BAR",0,17.5,"BAR_LAG","terinter","pres/abs"
"Pomacentrus moluccensis",0,"BAR",0,10,"BAR_LAG","terinter","pres/abs"
"Pristotis obtusirostris",0,"BAR",0,12.5,"BAR_LAG","terinter","pres/abs"
"Pseudalutarius nasicornis",4.625,"LAG",1,25,"BAR_LAG","terinter","pres/abs"
"Pseudobalistes fuscus",0,"BAR",0,15,"BAR_LAG","terinter","pres/abs"
"Ptereleotris microlepis",0,"BAR",0,12.5,"BAR_LAG","terinter","pres/abs"
"Scarus ghobban",0,"BAR",0,12.5,"BAR_LAG","terinter","pres/abs"
"Scarus psittacus",0,"BAR",0,15,"BAR_LAG","terinter","pres/abs"
"Scomberomorus commerson",-2.217,"LAG",0,22.5,"BAR_LAG","terinter","pres/abs"
"Stethojulis interrupta",0,"BAR",0,20,"BAR_LAG","terinter","pres/abs"
"Sufflamen chrysopterum",0,"BAR",0,17.5,"BAR_LAG","terinter","pres/abs"
"Synodus variegatus",7.214,"LAG",1,20,"BAR_LAG","terinter","pres/abs"
"Thalassoma lunare",0,"BAR",0,37.5,"BAR_LAG","terinter","pres/abs"
"Upeneus moluccensis",1,"LAG",0,15,"BAR_LAG","terinter","pres/abs"
"Upeneus sundaicus",0,"BAR",0,25,"BAR_LAG","terinter","pres/abs"
"Abalistes stellatus",0,"LAG",0,17.5,"BAY_LAG","terinter","pres/abs"
"Arothron stellatus",0,"LAG",0,10,"BAY_LAG","terinter","pres/abs"
"Atule mate",0,"BAY",0,42.5,"BAY_LAG","terinter","pres/abs"
"Decapterus macarellus",0,"LAG",0,20,"BAY_LAG","terinter","pres/abs"
"Echeneis naucrates",0,"BAY",0,20,"BAY_LAG","terinter","pres/abs"
"Lagocephalus sceleratus",0,"BAY",0,32.5,"BAY_LAG","terinter","pres/abs"
"Leiognathus fasciatus",2,"BAY",1,10,"BAY_LAG","terinter","pres/abs"
"Lethrinus genivittatus",0,"LAG",0,75,"BAY_LAG","terinter","pres/abs"
"Lethrinus obsoletus",0,"BAY",0,42.5,"BAY_LAG","terinter","pres/abs"
"Nemipterus peronii",0,"LAG",0,87.5,"BAY_LAG","terinter","pres/abs"
"Parupeneus heptacanthus",0,"LAG",0,15,"BAY_LAG","terinter","pres/abs"
"Pentapodus nagasakiensis",26.5,"LAG",1,30,"BAY_LAG","terinter","pres/abs"
"Pseudalutarius nasicornis",17.75,"LAG",1,22.5,"BAY_LAG","terinter","pres/abs"
"Pseudocaranx dentex",0,"LAG",0,10,"BAY_LAG","terinter","pres/abs"
"Scomberomorus commerson",0,"LAG",0,20,"BAY_LAG","terinter","pres/abs"
"Synodus variegatus",0,"LAG",0,35,"BAY_LAG","terinter","pres/abs"
"Upeneus moluccensis",0,"LAG",0,15,"BAY_LAG","terinter","pres/abs"
"Upeneus sundaicus",0,"LAG",0,17.5,"BAY_LAG","terinter","pres/abs"
"Upeneus tragula",0,"LAG",0,12.5,"BAY_LAG","terinter","pres/abs"
"Abalistes stellatus",1.662,"INSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Amblygobius phalaena",2.148,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","pres/abs"
"Atule mate",3.876,"INSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Chaetodon auriga",2.975,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","pres/abs"
"Coris dorsomacula",-0.5,"OFFSHORE",0,10,"INSHORE_OFFSHORE","terinter","pres/abs"
"Dascyllus aruanus",2.785,"OFFSHORE",1,11.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Decapterus macarellus",2.892,"INSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Echeneis naucrates",-2.458,"INSHORE",0,18.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Halichoeres trimaculatus",10.586,"OFFSHORE",1,30,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lagocephalus sceleratus",-0.042,"INSHORE",1,26.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lethrinus genivittatus",5.591,"INSHORE",1,61.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lethrinus obsoletus",4.511,"INSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lethrinus rubrioperculatus",12.106,"OFFSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Lethrinus variegatus",10.522,"OFFSHORE",1,25,"INSHORE_OFFSHORE","terinter","pres/abs"
"Mulloidichthys flavolineatus",2.892,"OFFSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Nemipterus peronii",12.276,"INSHORE",1,58.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Oxycheilinus bimaculatus",6.488,"OFFSHORE",1,26.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parapercis australis",10.356,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parupeneus barberinoides",10.074,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parupeneus heptacanthus",2.697,"INSHORE",1,15,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parupeneus multifasciatus",8.065,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Parupeneus pleurostigma",6.687,"OFFSHORE",0,28.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pentapodus nagasakiensis",0,"OFFSHORE",0,45,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pomacentrus coelestis",0,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pseudalutarius nasicornis",-0.333,"INSHORE",0,16.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Pseudobalistes fuscus",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","terinter","pres/abs"
"Scarus psittacus",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","terinter","pres/abs"
"Scomberomorus commerson",-0.848,"INSHORE",0,18.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Stethojulis interrupta",0,"OFFSHORE",0,13.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Sufflamen chrysopterum",0,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Synodus variegatus",2.26,"INSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs"
"Thalassoma lunare",0,"OFFSHORE",0,26.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs"
"Upeneus moluccensis",0,"INSHORE",0,10,"INSHORE_OFFSHORE","terinter","pres/abs"
"Upeneus sundaicus",0,"OFFSHORE",0,20,"INSHORE_OFFSHORE","terinter","pres/abs"
"Abalistes stellatus",-1.917,"BAR",0,15,"BAR_BAY","terinter","maxN"
"Amblygobius phalaena",0.63,"BAR",1,15,"BAR_BAY","terinter","maxN"
"Atule mate",14.255,"BAY",1,30,"BAR_BAY","terinter","maxN"
"Centropyge tibicen",1.077,"BAR",1,10,"BAR_BAY","terinter","maxN"
"Chaetodon auriga",1.267,"BAR",1,15,"BAR_BAY","terinter","maxN"
"Chaetodon kleinii",0.662,"BAR",1,12.5,"BAR_BAY","terinter","maxN"
"Chromis viridis",6.853,"BAR",1,12.5,"BAR_BAY","terinter","maxN"
"Coris dorsomacula",0.445,"BAR",1,12.5,"BAR_BAY","terinter","maxN"
"Dascyllus aruanus",5.827,"BAR",1,17.5,"BAR_BAY","terinter","maxN"
"Diagramma pictum",0.5,"BAR",1,10,"BAR_BAY","terinter","maxN"
"Echeneis naucrates",-1.346,"BAY",0,20,"BAR_BAY","terinter","maxN"
"Gymnocranius grandoculis",0.375,"BAR",1,10,"BAR_BAY","terinter","maxN"
"Halichoeres trimaculatus",5.382,"BAR",1,45,"BAR_BAY","terinter","maxN"
"Lagocephalus sceleratus",0,"BAY",0,25,"BAR_BAY","terinter","maxN"
"Leiognathus fasciatus",4.275,"BAY",1,10,"BAR_BAY","terinter","maxN"
"Lethrinus genivittatus",0.038,"BAR",0,50,"BAR_BAY","terinter","maxN"
"Lethrinus obsoletus",15.016,"BAY",1,32.5,"BAR_BAY","terinter","maxN"
"Lethrinus rubrioperculatus",1.417,"BAR",0,40,"BAR_BAY","terinter","maxN"
"Lethrinus variegatus",1.417,"BAR",0,37.5,"BAR_BAY","terinter","maxN"
"Lutjanus vitta",-0.76,"BAY",0,12.5,"BAR_BAY","terinter","maxN"
"Mulloidichthys flavolineatus",0.667,"BAR",0,20,"BAR_BAY","terinter","maxN"
"Nemipterus peronii",21.226,"BAY",1,42.5,"BAR_BAY","terinter","maxN"
"Oxycheilinus bimaculatus",0,"BAR",0,37.5,"BAR_BAY","terinter","maxN"
"Oxycheilinus nigromarginatus",0,"BAR",0,12.5,"BAR_BAY","terinter","maxN"
"Parapercis australis",0,"BAR",0,35,"BAR_BAY","terinter","maxN"
"Parupeneus barberinoides",0,"BAR",0,35,"BAR_BAY","terinter","maxN"
"Parupeneus heptacanthus",0,"BAR",0,12.5,"BAR_BAY","terinter","maxN"
"Parupeneus multifasciatus",0,"BAR",0,25,"BAR_BAY","terinter","maxN"
"Parupeneus pleurostigma",0,"BAR",0,42.5,"BAR_BAY","terinter","maxN"
"Pentapodus nagasakiensis",0,"BAR",0,37.5,"BAR_BAY","terinter","maxN"
"Plagiotremus tapeinosoma",0,"BAR",0,10,"BAR_BAY","terinter","maxN"
"Pomacentrus coelestis",0,"BAR",0,17.5,"BAR_BAY","terinter","maxN"
"Pomacentrus moluccensis",0,"BAR",0,10,"BAR_BAY","terinter","maxN"
"Pseudobalistes fuscus",0,"BAR",0,15,"BAR_BAY","terinter","maxN"
"Ptereleotris microlepis",0,"BAR",0,12.5,"BAR_BAY","terinter","maxN"
"Scarus ghobban",0,"BAR",0,12.5,"BAR_BAY","terinter","maxN"
"Scarus psittacus",0,"BAR",0,15,"BAR_BAY","terinter","maxN"
"Scomberomorus commerson",0,"BAR",0,12.5,"BAR_BAY","terinter","maxN"
"Stethojulis interrupta",0,"BAR",0,20,"BAR_BAY","terinter","maxN"
"Sufflamen chrysopterum",0,"BAR",0,17.5,"BAR_BAY","terinter","maxN"
"Synodus variegatus",3.94,"BAY",1,15,"BAR_BAY","terinter","maxN"
"Thalassoma lunare",0,"BAR",0,40,"BAR_BAY","terinter","maxN"
"Upeneus sundaicus",0,"BAR",0,17.5,"BAR_BAY","terinter","maxN"
"Abalistes stellatus",0.856,"LAG",1,17.5,"BAR_LAG","terinter","maxN"
"Amblygobius phalaena",0.352,"BAR",1,15,"BAR_LAG","terinter","maxN"
"Arothron stellatus",2.21,"LAG",1,10,"BAR_LAG","terinter","maxN"
"Atule mate",5.42,"LAG",1,12.5,"BAR_LAG","terinter","maxN"
"Centropyge tibicen",0.245,"BAR",1,10,"BAR_LAG","terinter","maxN"
"Chaetodon auriga",0.812,"BAR",1,15,"BAR_LAG","terinter","maxN"
"Chaetodon kleinii",0.813,"BAR",1,12.5,"BAR_LAG","terinter","maxN"
"Chromis viridis",6.059,"BAR",1,12.5,"BAR_LAG","terinter","maxN"
"Coris dorsomacula",0.432,"BAR",1,15,"BAR_LAG","terinter","maxN"
"Dascyllus aruanus",5.029,"BAR",1,17.5,"BAR_LAG","terinter","maxN"
"Decapterus macarellus",6.526,"LAG",1,12.5,"BAR_LAG","terinter","maxN"
"Echeneis naucrates",-1.714,"LAG",1,15,"BAR_LAG","terinter","maxN"
"Gymnocranius grandoculis",0.314,"BAR",1,10,"BAR_LAG","terinter","maxN"
"Halichoeres trimaculatus",8.019,"BAR",1,42.5,"BAR_LAG","terinter","maxN"
"Lagocephalus sceleratus",-0.083,"LAG",1,22.5,"BAR_LAG","terinter","maxN"
"Lethrinus genivittatus",13.596,"LAG",1,60,"BAR_LAG","terinter","maxN"
"Lethrinus obsoletus",4.613,"LAG",1,10,"BAR_LAG","terinter","maxN"
"Lethrinus rubrioperculatus",16.721,"BAR",1,42.5,"BAR_LAG","terinter","maxN"
"Lethrinus variegatus",14.431,"BAR",1,37.5,"BAR_LAG","terinter","maxN"
"Mulloidichthys flavolineatus",3.05,"BAR",1,20,"BAR_LAG","terinter","maxN"
"Nemipterus peronii",34.166,"LAG",1,45,"BAR_LAG","terinter","maxN"
"Oxycheilinus bimaculatus",0.417,"BAR",0,40,"BAR_LAG","terinter","maxN"
"Oxycheilinus nigromarginatus",0,"BAR",0,12.5,"BAR_LAG","terinter","maxN"
"Parapercis australis",0.333,"BAR",0,35,"BAR_LAG","terinter","maxN"
"Parupeneus barberinoides",19.763,"BAR",1,35,"BAR_LAG","terinter","maxN"
"Parupeneus heptacanthus",1.458,"LAG",1,17.5,"BAR_LAG","terinter","maxN"
"Parupeneus multifasciatus",3.543,"BAR",0,25,"BAR_LAG","terinter","maxN"
"Parupeneus pleurostigma",2.052,"BAR",0,42.5,"BAR_LAG","terinter","maxN"
"Pentapodus nagasakiensis",0,"BAR",0,67.5,"BAR_LAG","terinter","maxN"
"Plagiotremus tapeinosoma",0,"BAR",0,10,"BAR_LAG","terinter","maxN"
"Pomacentrus coelestis",0,"BAR",0,17.5,"BAR_LAG","terinter","maxN"
"Pomacentrus moluccensis",0,"BAR",0,10,"BAR_LAG","terinter","maxN"
"Pristotis obtusirostris",0,"BAR",0,12.5,"BAR_LAG","terinter","maxN"
"Pseudalutarius nasicornis",4.417,"LAG",1,25,"BAR_LAG","terinter","maxN"
"Pseudobalistes fuscus",0,"BAR",0,15,"BAR_LAG","terinter","maxN"
"Ptereleotris microlepis",0,"BAR",0,12.5,"BAR_LAG","terinter","maxN"
"Scarus ghobban",0,"BAR",0,12.5,"BAR_LAG","terinter","maxN"
"Scarus psittacus",0,"BAR",0,15,"BAR_LAG","terinter","maxN"
"Scomberomorus commerson",0.476,"LAG",1,22.5,"BAR_LAG","terinter","maxN"
"Stethojulis interrupta",0,"BAR",0,20,"BAR_LAG","terinter","maxN"
"Sufflamen chrysopterum",0,"BAR",0,17.5,"BAR_LAG","terinter","maxN"
"Synodus variegatus",1.301,"LAG",0,20,"BAR_LAG","terinter","maxN"
"Thalassoma lunare",0,"BAR",0,37.5,"BAR_LAG","terinter","maxN"
"Upeneus moluccensis",1,"LAG",0,15,"BAR_LAG","terinter","maxN"
"Upeneus sundaicus",0,"BAR",0,25,"BAR_LAG","terinter","maxN"
"Abalistes stellatus",0,"LAG",0,17.5,"BAY_LAG","terinter","maxN"
"Arothron stellatus",5.917,"LAG",1,10,"BAY_LAG","terinter","maxN"
"Atule mate",0.75,"BAY",0,42.5,"BAY_LAG","terinter","maxN"
"Decapterus macarellus",0,"LAG",0,20,"BAY_LAG","terinter","maxN"
"Echeneis naucrates",-1.75,"BAY",0,20,"BAY_LAG","terinter","maxN"
"Lagocephalus sceleratus",-0.5,"BAY",0,32.5,"BAY_LAG","terinter","maxN"
"Leiognathus fasciatus",2.125,"BAY",1,10,"BAY_LAG","terinter","maxN"
"Lethrinus genivittatus",3.5,"LAG",0,75,"BAY_LAG","terinter","maxN"
"Lethrinus obsoletus",0,"BAY",0,42.5,"BAY_LAG","terinter","maxN"
"Nemipterus peronii",3,"LAG",0,87.5,"BAY_LAG","terinter","maxN"
"Parupeneus heptacanthus",-1,"LAG",0,15,"BAY_LAG","terinter","maxN"
"Pentapodus nagasakiensis",23.069,"LAG",1,30,"BAY_LAG","terinter","maxN"
"Pseudalutarius nasicornis",16.917,"LAG",1,22.5,"BAY_LAG","terinter","maxN"
"Pseudocaranx dentex",0,"BAY",0,10,"BAY_LAG","terinter","maxN"
"Scomberomorus commerson",0,"LAG",0,20,"BAY_LAG","terinter","maxN"
"Synodus variegatus",0,"LAG",0,35,"BAY_LAG","terinter","maxN"
"Upeneus moluccensis",0,"LAG",0,15,"BAY_LAG","terinter","maxN"
"Upeneus sundaicus",0,"LAG",0,17.5,"BAY_LAG","terinter","maxN"
"Upeneus tragula",1.625,"BAY",1,12.5,"BAY_LAG","terinter","maxN"
"Abalistes stellatus",0.176,"INSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","maxN"
"Amblygobius phalaena",1.168,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN"
"Atule mate",4.056,"INSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Chaetodon auriga",3.035,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN"
"Coris dorsomacula",-0.083,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","maxN"
"Dascyllus aruanus",6.826,"OFFSHORE",1,11.6666666666667,"INSHORE_OFFSHORE","terinter","maxN"
"Decapterus macarellus",4.528,"INSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Echeneis naucrates",0.414,"INSHORE",1,18.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Halichoeres trimaculatus",14.628,"OFFSHORE",1,30,"INSHORE_OFFSHORE","terinter","maxN"
"Lagocephalus sceleratus",0.323,"INSHORE",1,26.6666666666667,"INSHORE_OFFSHORE","terinter","maxN"
"Lethrinus genivittatus",8.843,"INSHORE",1,61.6666666666667,"INSHORE_OFFSHORE","terinter","maxN"
"Lethrinus obsoletus",4.81,"INSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Lethrinus rubrioperculatus",15.004,"OFFSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Lethrinus variegatus",15.261,"OFFSHORE",1,25,"INSHORE_OFFSHORE","terinter","maxN"
"Mulloidichthys flavolineatus",3.746,"OFFSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Nemipterus peronii",16.387,"INSHORE",1,58.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Oxycheilinus bimaculatus",4.477,"OFFSHORE",1,26.6666666666667,"INSHORE_OFFSHORE","terinter","maxN"
"Parapercis australis",13.296,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Parupeneus barberinoides",12.641,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Parupeneus heptacanthus",2.3,"INSHORE",1,15,"INSHORE_OFFSHORE","terinter","maxN"
"Parupeneus multifasciatus",10.389,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","maxN"
"Parupeneus pleurostigma",7.228,"OFFSHORE",0,28.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Pentapodus nagasakiensis",0,"OFFSHORE",0,45,"INSHORE_OFFSHORE","terinter","maxN"
"Pomacentrus coelestis",0,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","terinter","maxN"
"Pseudalutarius nasicornis",-0.167,"INSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","maxN"
"Pseudobalistes fuscus",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","terinter","maxN"
"Scarus psittacus",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","terinter","maxN"
"Scomberomorus commerson",0.723,"INSHORE",1,18.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Stethojulis interrupta",0,"OFFSHORE",0,13.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Sufflamen chrysopterum",0,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","terinter","maxN"
"Synodus variegatus",1.122,"INSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","terinter","maxN"
"Thalassoma lunare",0,"OFFSHORE",0,26.6666666666667,"INSHORE_OFFSHORE","terinter","maxN"
"Upeneus moluccensis",0,"INSHORE",0,10,"INSHORE_OFFSHORE","terinter","maxN"
"Upeneus sundaicus",0,"OFFSHORE",0,20,"INSHORE_OFFSHORE","terinter","maxN"
