"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data"
"Oplopomus oplopomus",0.1,"LAG",0,5,"BAY_LAG","indval","pres/abs"
"Oxycheilinus bimaculatus",0.05,"LAG",0,2.5,"BAY_LAG","indval","pres/abs"
"Parapercis clathrata",0.1,"BAY",0,5,"BAY_LAG","indval","pres/abs"
"Parapercis xanthozona",0.05,"BAY",0,2.5,"BAY_LAG","indval","pres/abs"
"Parupeneus heptacanthus",0.133,"LAG",0,15,"BAY_LAG","indval","pres/abs"
"Pentapodus caninus",0.05,"BAY",0,2.5,"BAY_LAG","indval","pres/abs"
"Pentapodus nagasakiensis",0.6,"LAG",1,30,"BAY_LAG","indval","pres/abs"
"Pristotis obtusirostris",0.1,"LAG",0,5,"BAY_LAG","indval","pres/abs"
"Pseudalutarius nasicornis",0.45,"LAG",1,22.5,"BAY_LAG","indval","pres/abs"
"Pseudocaranx dentex",0.112,"LAG",0,10,"BAY_LAG","indval","pres/abs"
"Rhynchobatus Djiddensis",0.05,"BAY",0,2.5,"BAY_LAG","indval","pres/abs"
"Scomberomorus commerson",0.225,"LAG",0,20,"BAY_LAG","indval","pres/abs"
"Sphyrna mokarran",0.05,"LAG",0,2.5,"BAY_LAG","indval","pres/abs"
"Synodus dermatogenys",0.05,"LAG",0,2.5,"BAY_LAG","indval","pres/abs"
"Synodus variegatus",0.229,"LAG",0,35,"BAY_LAG","indval","pres/abs"
"Taeniura meyeni",0.05,"LAG",0,2.5,"BAY_LAG","indval","pres/abs"
"Thalassoma lunare",0.05,"BAY",0,2.5,"BAY_LAG","indval","pres/abs"
"Upeneus moluccensis",0.3,"LAG",1,15,"BAY_LAG","indval","pres/abs"
"Upeneus sundaicus",0.179,"LAG",0,17.5,"BAY_LAG","indval","pres/abs"
"Upeneus tragula",0.09,"LAG",0,12.5,"BAY_LAG","indval","pres/abs"
"Upeneus vittatus",0.067,"LAG",0,7.5,"BAY_LAG","indval","pres/abs"
"Vanderhorstia ambanoro",0.05,"BAY",0,2.5,"BAY_LAG","indval","pres/abs"
"Abalistes stellatus",0.094,"INSHORE",0,16.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Acanthurus blochii",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","pres/abs"
"Acanthurus mata",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Acanthurus nigricauda",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Acanthurus olivaceus",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Acanthurus xanthopterus",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","pres/abs"
"Acreichthys tomentosus",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Aetobatus narinari",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Amblyeleotris steinitzi",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Amblygobius phalaena",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs"
"Amblygobius sphynx",0.05,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Aprion virescens",0.033,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Arothron stellatus",0.1,"INSHORE",0,6.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Atule mate",0.425,"INSHORE",1,28.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Balistoides viridescens",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Bodianus loxozonus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Bodianus perditio",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Caesio caerulaurea",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Canthigaster bennetti",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Canthigaster valentini",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","pres/abs"
"Carangoides dinema",0.075,"INSHORE",0,5,"INSHORE_OFFSHORE","indval","pres/abs"
"Carangoides fulvoguttatus",0.033,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Carangoides plagiotaenia",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Caranx ignobilis",0.033,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Caranx papuensis",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Carcharhinus leucas",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Centropyge tibicen",0.2,"OFFSHORE",1,6.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Chaetodon auriga",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs"
"Chaetodon ephippium",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Chaetodon kleinii",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Chaetodon melannotus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Chaetodon mertensii",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","pres/abs"
"Chaetodon plebeius",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Cheilinus chlorourus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Cheilio inermis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Cheilodipterus quinquelineatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Chlorurus sordidus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Choerodon graphicus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Chromis fumea",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Chromis viridis",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Chrysiptera biocellata",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Coris batuensis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Coris caudimacula",0.05,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Coris dorsomacula",0.227,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs"
"Ctenochaetus striatus",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Dascyllus aruanus",0.35,"OFFSHORE",1,11.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Dasyatis kuhlii",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Decapterus macarellus",0.2,"INSHORE",1,13.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Diagramma pictum",0.057,"OFFSHORE",0,8.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Echeneis naucrates",0.114,"INSHORE",0,18.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Elops hawaiensis",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Epinephelus areolatus",0.05,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Epinephelus howlandi",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Epinephelus maculatus",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","pres/abs"
"Epinephelus malabaricus",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Epinephelus merra",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Galeocerdo cuvier",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Gnathanodon speciosus",0.05,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Gymnocranius grandoculis",0.2,"OFFSHORE",1,6.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Halichoeres chrysus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Halichoeres trimaculatus",0.826,"OFFSHORE",1,30,"INSHORE_OFFSHORE","indval","pres/abs"
"Hemigymnus melapterus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Heniochus acuminatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Himantura fai",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Labroides dimidiatus",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","pres/abs"
"Lagocephalus sceleratus",0.222,"INSHORE",0,26.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Leiognathus fasciatus",0.1,"INSHORE",0,6.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Lethrinus atkinsoni",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Lethrinus genivittatus",0.511,"INSHORE",1,61.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Lethrinus obsoletus",0.425,"INSHORE",1,28.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Lethrinus olivaceus",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Lethrinus rubrioperculatus",0.776,"OFFSHORE",1,28.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Lethrinus variegatus",0.75,"OFFSHORE",1,25,"INSHORE_OFFSHORE","indval","pres/abs"
"Lutjanus gibbus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Lutjanus lutjanus",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Lutjanus vitta",0.057,"OFFSHORE",0,8.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Macropharyngodon negrosensis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Mulloidichthys flavolineatus",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Naso annulatus",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Naso brevirostris",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Nebrius ferrugineus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Nemipterus peronii",0.875,"INSHORE",1,58.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Oplopomus oplopomus",0.05,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Oxycheilinus bimaculatus",0.726,"OFFSHORE",1,26.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Oxycheilinus nigromarginatus",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Oxycheilinus unifasciatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Parapercis australis",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Parapercis clathrata",0.05,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Parapercis hexophtalma",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Parapercis xanthozona",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Parupeneus barberinoides",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Parupeneus barberinus",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Parupeneus cyclostomus",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Parupeneus heptacanthus",0.075,"INSHORE",0,15,"INSHORE_OFFSHORE","indval","pres/abs"
"Parupeneus multifasciatus",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Parupeneus pleurostigma",0.85,"OFFSHORE",1,28.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Parupeneus spilurus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Pentapodus caninus",0.033,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Pentapodus nagasakiensis",0.536,"OFFSHORE",1,45,"INSHORE_OFFSHORE","indval","pres/abs"
"Plagiotremus rhinorhynchos",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Plagiotremus tapeinosoma",0.2,"OFFSHORE",1,6.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Plectropomus leopardus",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","pres/abs"
"Pomacanthus imperator",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Pomacentrus coelestis",0.35,"OFFSHORE",1,11.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Pomacentrus moluccensis",0.2,"OFFSHORE",1,6.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Pomacentrus nagasakiensis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Pristotis obtusirostris",0.112,"OFFSHORE",0,8.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Pseudalutarius nasicornis",0.184,"INSHORE",0,16.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Pseudanthias hypselosoma",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Pseudobalistes flavimarginatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Pseudobalistes fuscus",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs"
"Pseudocaranx dentex",0.1,"INSHORE",0,6.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Pseudojuloides cerasinus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Ptereleotris microlepis",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Pterocaesio marri",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Pterocaesio trilineata",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Rhinecanthus aculeatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Rhynchobatus Djiddensis",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Scarus chameleon",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Scarus ghobban",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Scarus longipinnis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Scarus psittacus",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","pres/abs"
"Scarus schlegeli",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","pres/abs"
"Scolopsis lineata",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Scomberoides tol",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Scomberomorus commerson",0.114,"INSHORE",0,18.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Siganus doliatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Siganus punctatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Sphyrna mokarran",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Stegastes nigricans",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Stethojulis bandanensis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Stethojulis interrupta",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Stethojulis strigiventer",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","pres/abs"
"Sufflamen chrysopterum",0.35,"OFFSHORE",1,11.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Sufflamen fraenatum",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","pres/abs"
"Synodus dermatogenys",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Synodus variegatus",0.35,"INSHORE",1,23.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Taeniura meyeni",0.033,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Thalassoma lunare",0.726,"OFFSHORE",1,26.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Upeneus moluccensis",0.15,"INSHORE",0,10,"INSHORE_OFFSHORE","indval","pres/abs"
"Upeneus sundaicus",0.147,"OFFSHORE",0,20,"INSHORE_OFFSHORE","indval","pres/abs"
"Upeneus tragula",0.125,"INSHORE",0,8.333,"INSHORE_OFFSHORE","indval","pres/abs"
"Upeneus vittatus",0.075,"INSHORE",0,5,"INSHORE_OFFSHORE","indval","pres/abs"
"Valenciennea decora",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Valenciennea longipinnis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Valenciennea puellaris",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Vanderhorstia ambanoro",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Zebrasoma velifer",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","pres/abs"
"Abalistes stellatus",0.075,"BAR",0,15,"BAR_BAY","indval","maxN"
"Acanthurus blochii",0.15,"BAR",0,7.5,"BAR_BAY","indval","maxN"
"Acanthurus mata",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Acanthurus nigricauda",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Acanthurus olivaceus",0.1,"BAR",0,5,"BAR_BAY","indval","maxN"
"Acanthurus xanthopterus",0.15,"BAR",0,7.5,"BAR_BAY","indval","maxN"
"Amblyeleotris steinitzi",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Amblygobius phalaena",0.3,"BAR",1,15,"BAR_BAY","indval","maxN"
"Aprion virescens",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Atule mate",0.6,"BAY",1,30,"BAR_BAY","indval","maxN"
"Balistoides viridescens",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Bodianus loxozonus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Bodianus perditio",0.1,"BAR",0,5,"BAR_BAY","indval","maxN"
"Caesio caerulaurea",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Canthigaster bennetti",0.05,"BAY",0,2.5,"BAR_BAY","indval","maxN"
"Canthigaster valentini",0.15,"BAR",0,7.5,"BAR_BAY","indval","maxN"
"Carangoides dinema",0.05,"BAY",0,2.5,"BAR_BAY","indval","maxN"
"Carangoides fulvoguttatus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Caranx ignobilis",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Caranx papuensis",0.05,"BAY",0,2.5,"BAR_BAY","indval","maxN"
"Centropyge tibicen",0.2,"BAR",0,10,"BAR_BAY","indval","maxN"
"Chaetodon auriga",0.3,"BAR",1,15,"BAR_BAY","indval","maxN"
"Chaetodon ephippium",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Chaetodon kleinii",0.25,"BAR",1,12.5,"BAR_BAY","indval","maxN"
"Chaetodon melannotus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Chaetodon mertensii",0.15,"BAR",0,7.5,"BAR_BAY","indval","maxN"
"Chaetodon plebeius",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Cheilinus chlorourus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Cheilio inermis",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Cheilodipterus quinquelineatus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Chlorurus sordidus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Choerodon graphicus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Chromis fumea",0.1,"BAR",0,5,"BAR_BAY","indval","maxN"
"Chromis viridis",0.25,"BAR",1,12.5,"BAR_BAY","indval","maxN"
"Chrysiptera biocellata",0.1,"BAR",0,5,"BAR_BAY","indval","maxN"
"Coris batuensis",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Coris dorsomacula",0.25,"BAR",1,12.5,"BAR_BAY","indval","maxN"
"Ctenochaetus striatus",0.1,"BAR",0,5,"BAR_BAY","indval","maxN"
"Dascyllus aruanus",0.35,"BAR",1,17.5,"BAR_BAY","indval","maxN"
"Dasyatis kuhlii",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Decapterus macarellus",0.15,"BAY",0,7.5,"BAR_BAY","indval","maxN"
"Diagramma pictum",0.05,"BAR",0,10,"BAR_BAY","indval","maxN"
"Echeneis naucrates",0.156,"BAY",0,20,"BAR_BAY","indval","maxN"
"Elops hawaiensis",0.05,"BAY",0,2.5,"BAR_BAY","indval","maxN"
"Epinephelus areolatus",0.1,"BAY",0,5,"BAR_BAY","indval","maxN"
"Epinephelus howlandi",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Epinephelus maculatus",0.15,"BAR",0,7.5,"BAR_BAY","indval","maxN"
"Epinephelus merra",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Gnathanodon speciosus",0.1,"BAY",0,5,"BAR_BAY","indval","maxN"
"Gymnocranius grandoculis",0.2,"BAR",0,10,"BAR_BAY","indval","maxN"
"Halichoeres chrysus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Halichoeres trimaculatus",0.835,"BAR",1,45,"BAR_BAY","indval","maxN"
"Hemigymnus melapterus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Heniochus acuminatus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Labroides dimidiatus",0.15,"BAR",0,7.5,"BAR_BAY","indval","maxN"
"Lagocephalus sceleratus",0.292,"BAY",0,25,"BAR_BAY","indval","maxN"
"Leiognathus fasciatus",0.2,"BAY",0,10,"BAR_BAY","indval","maxN"
"Lethrinus atkinsoni",0.1,"BAR",0,5,"BAR_BAY","indval","maxN"
"Lethrinus genivittatus",0.296,"BAY",0,50,"BAR_BAY","indval","maxN"
"Lethrinus obsoletus",0.65,"BAY",1,32.5,"BAR_BAY","indval","maxN"
"Lethrinus rubrioperculatus",0.8,"BAR",1,40,"BAR_BAY","indval","maxN"
"Lethrinus variegatus",0.75,"BAR",1,37.5,"BAR_BAY","indval","maxN"
"Lutjanus gibbus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Lutjanus lutjanus",0.05,"BAY",0,2.5,"BAR_BAY","indval","maxN"
"Lutjanus vitta",0.103,"BAY",0,12.5,"BAR_BAY","indval","maxN"
"Macropharyngodon negrosensis",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Mulloidichthys flavolineatus",0.4,"BAR",1,20,"BAR_BAY","indval","maxN"
"Naso annulatus",0.1,"BAR",0,5,"BAR_BAY","indval","maxN"
"Naso brevirostris",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Nebrius ferrugineus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Nemipterus peronii",0.85,"BAY",1,42.5,"BAR_BAY","indval","maxN"
"Oxycheilinus bimaculatus",0.75,"BAR",1,37.5,"BAR_BAY","indval","maxN"
"Oxycheilinus nigromarginatus",0.25,"BAR",1,12.5,"BAR_BAY","indval","maxN"
"Oxycheilinus unifasciatus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Parapercis australis",0.7,"BAR",1,35,"BAR_BAY","indval","maxN"
"Parapercis clathrata",0.1,"BAY",0,5,"BAR_BAY","indval","maxN"
"Parapercis hexophtalma",0.1,"BAR",0,5,"BAR_BAY","indval","maxN"
"Parapercis xanthozona",0.05,"BAY",0,2.5,"BAR_BAY","indval","maxN"
"Parupeneus barberinoides",0.7,"BAR",1,35,"BAR_BAY","indval","maxN"
"Parupeneus barberinus",0.1,"BAR",0,5,"BAR_BAY","indval","maxN"
"Parupeneus cyclostomus",0.1,"BAR",0,5,"BAR_BAY","indval","maxN"
"Parupeneus heptacanthus",0.088,"BAR",0,12.5,"BAR_BAY","indval","maxN"
"Parupeneus multifasciatus",0.5,"BAR",1,25,"BAR_BAY","indval","maxN"
"Parupeneus pleurostigma",0.85,"BAR",1,42.5,"BAR_BAY","indval","maxN"
"Parupeneus spilurus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Pentapodus caninus",0.033,"BAR",0,5,"BAR_BAY","indval","maxN"
"Pentapodus nagasakiensis",0.75,"BAR",1,37.5,"BAR_BAY","indval","maxN"
"Plagiotremus rhinorhynchos",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Plagiotremus tapeinosoma",0.2,"BAR",0,10,"BAR_BAY","indval","maxN"
"Plectropomus leopardus",0.15,"BAR",0,7.5,"BAR_BAY","indval","maxN"
"Pomacanthus imperator",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Pomacentrus coelestis",0.35,"BAR",1,17.5,"BAR_BAY","indval","maxN"
"Pomacentrus moluccensis",0.2,"BAR",0,10,"BAR_BAY","indval","maxN"
"Pomacentrus nagasakiensis",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Pristotis obtusirostris",0.15,"BAR",0,7.5,"BAR_BAY","indval","maxN"
"Pseudalutarius nasicornis",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Pseudanthias hypselosoma",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Pseudobalistes flavimarginatus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Pseudobalistes fuscus",0.3,"BAR",1,15,"BAR_BAY","indval","maxN"
"Pseudocaranx dentex",0.05,"BAY",0,2.5,"BAR_BAY","indval","maxN"
"Pseudojuloides cerasinus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Ptereleotris microlepis",0.25,"BAR",1,12.5,"BAR_BAY","indval","maxN"
"Pterocaesio marri",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Pterocaesio trilineata",0.1,"BAR",0,5,"BAR_BAY","indval","maxN"
"Rhinecanthus aculeatus",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Rhynchobatus Djiddensis",0.05,"BAY",0,2.5,"BAR_BAY","indval","maxN"
"Scarus chameleon",0.05,"BAR",0,2.5,"BAR_BAY","indval","maxN"
"Scarus ghobban",0.25,"BAR",1,12.5,"BAR_BAY","indval","maxN"
